"destination","origin","iso_d","iso_o","col","csl","cnl","prox1","lp1","prox2","lp2","cl","cle","contig","comlang_off","comlang_ethno","dist","distcap","distw","distwces","shared_hist","area_d","pop_d","area_o","pop_o","GDP_o","GDP_d","GDP_percapita_o","GDP_percapita_d","m_stock","m_flow_sd_drop_neg","m_flow_sd_rev_neg","m_flow_mig_rate","m_flow_da_min_open","m_flow_da_min_closed","m_flow_da_pb_closed","CS_wvs","CS_euc_wvs","CS_foursquare","CS_euc_foursquare"
"France","Mexico","FRA","MEX",0,0.144383415579796,0.00920000020414591,0.5,3.89173293113708,0.254505813121796,2.28039288520813,0.304681748151779,0.306726723909378,0,0,0,9206.813,9206.813,"9276.133","9264.167",0,547026,65129731,1967210,127575529,1309881765941.94,2971919320115.83,10013.72425,38832.0242,13851,1298,1298,2682,0,1842,4535,-0.0931151427891013,0.456962813453681,0.548656441486822,0.670873756210901
"France","Russia","FRA","RUS",0,0.0187856014817953,0,0.25,1.94586646556854,0.117340117692947,1.05137705802917,0.137497082352638,0.138448670506477,0,0,0,2494.316,2494.316,"3350.928","3049.666",0,547026,65129731,17075400,145872260,1779170276409.99,2971919320115.83,9958.469727,38832.0242,70463,6607,6610,13646,8834,0,8653,-0.588758220336301,0.43571416926018,-0.447213595499958,0.567676694334516
"France","Singapore","FRA","SGP",0,0.25560000538826,0,0.0599999986588955,0.46700793504715,0.0617947280406952,0.553685784339905,0.0724099650979042,0.0729111060500145,0,0,0,10748.26,10748.26,"10734.97","10731.82",0,547026,65129731,646,5804343,338646194792.89,2971919320115.83,61386.23615,38832.0242,2512,233,233,487,262,478,766,-0.556660663272587,0.552653827487099,-0.954662453656525,0.219977518181646
"France","South Korea","FRA","KOR",0,0,0,0,0,0,0,0,0,0,0,0,8981.467,8981.467,"9225.815","9220.22",0,547026,65129731,99484,51225321,1482760164322.84,2971919320115.83,31640.21463,38832.0242,22794,2136,2136,4414,3201,4538,7301,0.0339478492690918,0.407173600184428,-0.496138938356834,0.385704883166049
"France","Spain","FRA","ESP",0,0.320124596357346,0.00909821968525648,0.5,3.89173293113708,0.254505813121796,2.28039288520813,0.304610311985016,0.306655496358871,1,0,0,1054.656,1054.656,"958.838","817.1057",0,547026,65129731,505954,46736782,1572012697558.03,2971919320115.83,28087.89792,38832.0242,303245,0,0,58766,14023,28392,91277,0.998182142182508,0.96772392050457,0.989949493661166,0.952885715256846
"France","Turkey","FRA","TUR",0,0.0740615651011467,9.99999974737875e-05,0,0,0.112122938036919,1.0046306848526,0.131470531225204,0.132379740476608,0,0,0,2255.81,2600.656,"2477.965","2413.325",0,547026,65129731,780576,83429607,1261946143648.6,2971919320115.83,11935.38787,38832.0242,327508,30712,30712,63426,29613,19740,61635,-0.967938057614363,0.354009262162055,-0.120331367519237,0.51860358505273
"France","United States","FRA","USA",0,0.367260664701462,0.00150000001303852,0.287500023841858,2.23774671554565,0.158475622534752,1.41995453834534,0.186920389533043,0.188203647732735,0,0,0,5838.157,6169.154,"7456.767","7227.043",1,547026,65129731,9529106,329064917,18349108235210.1,2971919320115.83,60698.0113,38832.0242,59356,5565,16761,11495,40666,18442,50496,0.999998258379795,0.970065804639506,0.533992991387982,0.627231016900043
"Great Britain","Argentina","GBR","ARG",0,0.0832515209913254,0,0.25,1.94586646556854,0.130525469779968,1.16951882839203,0.152947425842285,0.154005959630013,0,0,0,11147.48,11147.48,"11136.96","11128.22",0,244110,67530161,2766889,44780675,437813398163.19,2913556871434.81,12716.2242,47491.59456,12239,1298,1298,2067,1792,5646,6754,0.322971578807708,0.358416601342605,0.626318808373603,0.678378138909011
"Great Britain","Australia","GBR","AUS",1,0.960379421710968,0.643999993801117,0,0,0,0,0.69055700302124,0.68841540813446,0,1,1,17011.27,17001.95,"16602.27","16563.96",1,244110,67530161,7686848,25203200,1450499018770.09,2913556871434.81,58868.48063,47491.59456,145692,12003,12003,26274,20070,42007,206359,0.997689053875925,0.953363091358715,0.838583436869571,0.761153344695226
"Great Britain","Brazil","GBR","BRA",0,0.0060937600210309,0,0.25,1.94586646556854,0.0971352532505989,0.870339751243591,0.113821364939213,0.114609114825726,0,0,0,9501.71,8797.828,"8931.505","8837.089",0,244110,67530161,8511920,211049519,2364445788869.69,2913556871434.81,8592.210218,47491.59456,47487,5039,5039,8019,6858,4073,10089,-0.356892378425395,0.292568706831741,0.103606084259456,0.462814503647319
"Great Britain","Chile","GBR","CHL",0,0.0791999995708466,0,0.25,1.94586646556854,0.130525469779968,1.16951882839203,0.152947425842285,0.154005959630013,0,0,0,11685.42,11685.42,"11689.2","11669.41",0,244110,67530161,756945,18952035,285037020831.58,2913556871434.81,13761.37447,47491.59456,8668,920,920,1464,2602,5659,6088,-0.18567071071812,0.313386152443777,0.366524518382491,0.593340671936572
"Great Britain","France","GBR","FRA",0,0.515176117420197,0,0.25,1.94586646556854,0.141529113054276,1.26811242103577,0.165841311216354,0.16698907315731,0,0,0,342.9475,342.9475,"749.6503","598.5457",0,244110,67530161,547026,65129731,2971919320115.83,2913556871434.81,38832.0242,47491.59456,170142,20518,20518,30683,29129,34344,74051,0.987501172917941,0.737565324143995,0.926092359769548,0.836112704870101
"Great Britain","Indonesia","GBR","IDN",0,0,0,0,0,0.0664010643959045,0.594958961009979,0.0778075903654099,0.0783460810780525,0,0,0,11718.78,11718.78,"11766.46","11742.24",0,244110,67530161,1933658,270625567,1204457195676.25,2913556871434.81,3892.421662,47491.59456,11543,1224,1224,1949,1667,3502,8653,-0.687117332581181,0.00214156454931103,-0.921982105607361,0.166463213885025
"Great Britain","Japan","GBR","JPN",0,0.11879999935627,0,0,0,0.0597609132528305,0.53546267747879,0.0700267851352692,0.0705114305019379,0,0,0,9574.237,9574.237,"9436.248","9431.94",0,244110,67530161,377801,126860299,6187013947904.92,2913556871434.81,36043.7844,47491.59456,52930,5615,5615,8938,7635,11170,18395,0.76163452485117,0.558149917016459,-0.425320631666475,0.374603344514408
"Great Britain","Malaysia","GBR","MYS",0,0.267300009727478,0.00920000020414591,0,0,0.0622671134769917,0.557918429374695,0.0814922377467155,0.0819925665855408,0,0,0,10559.89,10559.89,"10714.89","10704.7",1,244110,67530161,329758,31949789,398946603155.68,2913556871434.81,11114.54271,47491.59456,84638,8982,8982,14292,11938,14251,24318,-0.942717991935767,0.233514201875141,-0.97776253922769,0
"Great Britain","Mexico","GBR","MEX",0,0.124779604375362,0,0.25,1.94586646556854,0.130525469779968,1.16951882839203,0.152947425842285,0.154005959630013,0,0,0,8938.404,8938.404,"8734.488","8726.294",0,244110,67530161,1967210,127575529,1309881765941.94,2913556871434.81,10013.72425,47491.59456,10457,1107,1107,1766,0,1653,3124,0.0649755733763616,0.281512687129458,0.1926682641955,0.507435981951895
"Great Britain","Russia","GBR","RUS",0,0.0598604492843151,0,0.25,1.94586646556854,0.15281730890274,1.36925554275513,0.179068610072136,0.180307924747467,0,0,0,2510.88,2510.88,"3266.609","2972.27",0,244110,67530161,17075400,145872260,1779170276409.99,2913556871434.81,9958.469727,47491.59456,38917,4130,4132,6571,5206,0,5421,-0.708798382656112,0.174642080348766,-0.076696498884737,0.54296715292286
"Great Britain","Singapore","GBR","SGP",1,0.702899992465973,0.128800004720688,0,0,0.0315765291452408,0.282928258180618,0.274968981742859,0.269951164722443,0,1,1,10868.94,10868.94,"10917.7","10917.21",1,244110,67530161,646,5804343,338646194792.89,2913556871434.81,61386.23615,47491.59456,58432,6200,6200,9867,6681,10978,16973,-0.680637359417237,0.299536630765041,-0.99642328184275,0.129723786304425
"Great Britain","South Korea","GBR","KOR",0,0,0,0,0,0,0,0,0,0,0,1,8875.39,8875.39,"8931.778","8928.762",0,244110,67530161,99484,51225321,1482760164322.84,2913556871434.81,31640.21463,47491.59456,13171,1397,1397,2224,1944,2840,4612,-0.123997266590605,0.159037703467029,-0.13188504524157,0.403859993055211
"Great Britain","Spain","GBR","ESP",0,0.347384095191956,0,0.25,1.94586646556854,0.130525469779968,1.16951882839203,0.152947425842285,0.154005959630013,0,0,0,1263.379,1263.379,"1435.419","1369.098",0,244110,67530161,505954,46736782,1572012697558.03,2913556871434.81,28087.89792,47491.59456,98372,29514,32290,24869,38228,65990,116615,0.976206862703594,0.741608904515999,0.970142500145332,0.879881671362844
"Great Britain","Turkey","GBR","TUR",0,0.173290193080902,0,0,0,0.0668753162026405,0.599208295345306,0.0783633142709732,0.0789056494832039,0,0,0,2501.886,2838.027,"2915.583","2874.079",0,244110,67530161,780576,83429607,1261946143648.6,2913556871434.81,11935.38787,47491.59456,104491,11089,11089,17644,10089,8008,22633,-0.916249652532209,0.115053420091413,0.263117405792109,0.552786404500042
"Great Britain","United States","GBR","USA",1,0.951282858848572,0.754400014877319,0.0375000238418579,0.291880160570145,0.0195788145065308,0.175427779555321,0.792153716087341,0.790715217590332,0,1,1,5570.161,5901.343,"6878.494","6655.415",1,244110,67530161,9529106,329064917,18349108235210.1,2913556871434.81,60698.0113,47491.59456,215915,0,9808,38921,51544,28212,137057,0.987205295608758,0.764260871599108,0.175526498123188,0.463434691073288
"Indonesia","Argentina","IDN","ARG",0,0,0,0,0,0.0743691548705101,0.666353702545166,0.0871444642543793,0.0877475738525391,0,0,0,15235.78,15235.78,"15581.88","15568.05",0,1933658,270625567,2766889,44780675,437813398163.19,1204457195676.25,12716.2242,3892.421662,0,0,0,0,0,0,3,0.465690503097933,0.63162962626043,-0.879328410484142,0.338383911126245
"Indonesia","Australia","IDN","AUS",0,0,0,0,0,0.0664010643959045,0.594958961009979,0.0778075903654099,0.0783460810780525,0,0,0,5511.902,5410.656,"5077.672","4883.979",0,1933658,270625567,7686848,25203200,1450499018770.09,1204457195676.25,58868.48063,3892.421662,11325,556,556,2222,1084,0,10520,-0.734894794984597,0,-0.562205050325274,0.374071167431455
"Indonesia","Brazil","IDN","BRA",0,0,0,0,0,0.0768355056643486,0.688452363014221,0.0900344848632812,0.0906576067209244,0,0,0,15644.48,16326.22,"16024.37","15994.88",0,1933658,270625567,8511920,211049519,2364445788869.69,1204457195676.25,8592.210218,3892.421662,0,0,0,0,0,0,96,0.923927059267862,0.670426782711669,-0.480671513179351,0.28703149834602
"Indonesia","Chile","IDN","CHL",0,0,0,0,0,0.0743691548705101,0.666353702545166,0.0871444642543793,0.0877475738525391,0,0,0,15614.28,15614.28,"15740.36","15716.14",0,1933658,270625567,756945,18952035,285037020831.58,1204457195676.25,13761.37447,3892.421662,0,0,0,0,0,0,0,-0.586335731775898,0.5477654664721,-0.698213400630403,0.329551974468597
"Indonesia","France","IDN","FRA",0,0,0,0,0,0.0501802414655685,0.449619054794312,0.0588003173470497,0.0592072680592537,0,0,0,11584.25,11584.25,"11576.7","11547.48",0,1933658,270625567,547026,65129731,2971919320115.83,1204457195676.25,38832.0242,3892.421662,0,0,0,0,0,0,592,-0.793041362526081,0.212175445206803,-0.999942194861075,0.232022706587982
"Indonesia","Great Britain","IDN","GBR",0,0,0,0,0,0.0664010643959045,0.594958961009979,0.0778075903654099,0.0783460810780525,0,0,0,11718.78,11718.78,"11766.46","11742.24",0,1933658,270625567,244110,67530161,2913556871434.81,1204457195676.25,47491.59456,3892.421662,32693,1607,1607,6414,2394,0,4757,-0.687117332581181,0.00214156454931103,-0.921982105607361,0.166463213885025
"Indonesia","Japan","IDN","JPN",0,0,0,0,0,0.0794915333390236,0.712250590324402,0.0931467711925507,0.0937914252281189,0,0,0,5791.627,5791.627,"5481.534","5443.457",0,1933658,270625567,377801,126860299,6187013947904.92,1204457195676.25,36043.7844,3892.421662,19748,970,970,3874,1592,0,6628,-0.994139356528863,0.00215313035883147,0.742599959997069,0.706526788135389
"Indonesia","Malaysia","IDN","MYS",1,0.518280327320099,0.0194346383213997,0.33500000834465,2.60746121406555,0.165996938943863,1.48734605312347,0.338403075933456,0.333824276924133,1,0,1,1174.196,1174.196,"1306.636","1053.754",0,1933658,270625567,329758,31949789,398946603155.68,1204457195676.25,11114.54271,3892.421662,2363,115,115,464,180,20,140871,0.405388691448537,0.619855414775107,0.982688058078402,0.818136419753157
"Indonesia","Mexico","IDN","MEX",0,0,0,0,0,0.0743691548705101,0.666353702545166,0.0871444642543793,0.0877475738525391,0,0,0,16863.46,16863.46,"16272.36","16234.13",0,1933658,270625567,1967210,127575529,1309881765941.94,1204457195676.25,10013.72425,3892.421662,0,0,0,0,0,0,23,0.680365327871869,0.698719203119392,-0.55761396915265,0.294071403660501
"Indonesia","Russia","IDN","RUS",0,0,0,0,0,0.0468601286411285,0.419870555400848,0.0549098663032055,0.0552898906171322,0,0,0,9302.706,9302.706,"8698.131","8560.525",0,1933658,270625567,17075400,145872260,1779170276409.99,1204457195676.25,9958.469727,3892.421662,0,0,2,0,0,0,16,-0.0254863065609704,0.539346467308443,0.456804684992628,0.608923055562478
"Indonesia","Singapore","IDN","SGP",0,0.0579999983310699,0,0,0,0.0608499050140381,0.545220077037811,0.0713028386235237,0.0717963203787804,0,0,1,886.1407,886.1407,"1012.916","868.0961",0,1933658,270625567,646,5804343,338646194792.89,1204457195676.25,61386.23615,3892.421662,23524,1156,1156,4615,1255,0,21457,-0.0646051043803715,0.585490278076561,0.951406481793015,0.858657145770536
"Indonesia","South Korea","IDN","KOR",0,0,0,0,0,0,0,0,0,0,0,0,5291.684,5291.684,"5081.576","5063.601",0,1933658,270625567,99484,51225321,1482760164322.84,1204457195676.25,31640.21463,3892.421662,33357,1640,1640,6544,2791,0,8946,-0.63573871854542,0.240147885296089,0.505445667075598,0.590078646453701
"Indonesia","Spain","IDN","ESP",0,0,0,0,0,0.0743691548705101,0.666353702545166,0.0871444642543793,0.0877475738525391,0,0,0,12188.31,12188.31,"12160.97","12125.58",0,1933658,270625567,505954,46736782,1572012697558.03,1204457195676.25,28087.89792,3892.421662,0,0,0,0,0,0,247,-0.828313956154391,0.186187111483606,-0.988371697650617,0.230867418543502
"Indonesia","Turkey","IDN","TUR",0,0,0,0,0,0.0622272603213787,0.557561337947845,0.0729168057441711,0.073421448469162,0,0,0,9452.761,9102.793,"9213.942","9163.361",0,1933658,270625567,780576,83429607,1261946143648.6,1204457195676.25,11935.38787,3892.421662,0,0,0,0,0,0,55,0.920631167766712,0.781575641569303,0.130998351499644,0.495855137708058
"Indonesia","United States","IDN","USA",0,0,0,0,0,0.0675962790846825,0.605668187141418,0.0792081281542778,0.0797563120722771,0,0,0,16180.32,16371.12,"15535.87","15476.45",0,1933658,270625567,9529106,329064917,18349108235210.1,1204457195676.25,60698.0113,3892.421662,12613,620,620,2474,3332,0,12956,-0.794176897584514,0.183480201654694,-0.543052876853526,0.24308588405796
"Japan","Argentina","JPN","ARG",0,0,0,0,0,0.0689622163772583,0.617907047271729,0.080808699131012,0.0813679695129395,0,0,0,18372.04,18372.04,"18310.16","18297.72",0,377801,126860299,2766889,44780675,437813398163.19,6187013947904.92,12716.2242,36043.7844,3273,705,705,599,859,980,1917,-0.367292972417704,0.353782000722296,-0.971927789325162,0.434628583082145
"Japan","Australia","JPN","AUS",0,0.116400003433228,0,0,0,0.0597609132528305,0.53546267747879,0.0700267851352692,0.0705114305019379,0,0,0,7831.446,7958.28,"7827.079","7789.92",0,377801,126860299,7686848,25203200,1450499018770.09,6187013947904.92,58868.48063,36043.7844,10892,1729,1729,2017,2388,2352,9938,0.803903389603864,0.60322174650277,0.136376175608574,0.608923055562478
"Japan","Brazil","JPN","BRA",0,0,0,0,0,0.0416429452598095,0.373124182224274,0.0487964674830437,0.0491341799497604,0,0,0,18549.61,17693.2,"17981.98","17931.71",0,377801,126860299,8511920,211049519,2364445788869.69,6187013947904.92,8592.210218,36043.7844,189735,31377,31377,35536,40149,12114,41761,-0.877154225654669,0.331351865473373,-0.944237974717826,0.293285728852682
"Japan","Chile","JPN","CHL",0,0,0,0,0,0.0689622163772583,0.617907047271729,0.080808699131012,0.0813679695129395,0,0,0,17247.38,17247.38,"17351.35","17345.3",0,377801,126860299,756945,18952035,285037020831.58,6187013947904.92,13761.37447,36043.7844,0,0,0,0,33,113,135,0.495326077533468,0.44054359306062,-0.997949800346647,0.386970913016979
"Japan","France","JPN","FRA",0,0.0432000011205673,0,0,0,0.0253272447735071,0.226934179663658,0.0296780169010162,0.0298834145069122,0,0,0,9725.629,9725.629,"9803.116","9796.54",0,377801,126860299,547026,65129731,2971919320115.83,6187013947904.92,38832.0242,36043.7844,12206,2878,2878,2187,3503,2627,6720,0.85424841478106,0.682871302360424,-0.735355995928802,0.388421013420385
"Japan","Great Britain","JPN","GBR",0,0.11879999935627,0,0,0,0.0597609132528305,0.53546267747879,0.0700267851352692,0.0705114305019379,0,0,0,9574.237,9574.237,"9436.248","9431.94",0,377801,126860299,244110,67530161,2913556871434.81,6187013947904.92,47491.59456,36043.7844,17255,2379,2379,3243,3537,1631,8826,0.76163452485117,0.558149917016459,-0.425320631666475,0.374603344514408
"Japan","Indonesia","JPN","IDN",0,0,0,0,0,0.0794915333390236,0.712250590324402,0.0931467711925507,0.0937914252281189,0,0,0,5791.627,5791.627,"5481.534","5443.457",0,377801,126860299,1933658,270625567,1204457195676.25,6187013947904.92,3892.421662,36043.7844,44937,21259,21259,7358,23025,25633,32492,-0.994139356528863,0.00215313035883147,0.742599959997069,0.706526788135389
"Japan","Malaysia","JPN","MYS",0,0.0324000008404255,0,0,0,0.0756952837109566,0.67823588848114,0.0886983871459961,0.0893122628331184,0,0,0,5329.095,5329.095,"4967.821","4913.137",0,377801,126860299,329758,31949789,398946603155.68,6187013947904.92,11114.54271,36043.7844,9526,1781,1781,1790,2182,4383,7556,-0.501837486515306,0.354032073253933,0.605663695855996,0.52674175872989
"Japan","Mexico","JPN","MEX",0,0.00600000005215406,0,0,0,0.0689622163772583,0.617907047271729,0.080808699131012,0.0813679695129395,0,0,0,11312.39,11312.39,"11098.87","11044.71",0,377801,126860299,1967210,127575529,1309881765941.94,6187013947904.92,10013.72425,36043.7844,2416,594,594,439,0,535,1256,-0.597149856581458,0.191044527559781,-0.970031601472605,0.317737003134171
"Japan","Russia","JPN","RUS",0,0.00600000005215406,0,0,0,0.070859432220459,0.63490629196167,0.0830318257212639,0.0836064741015434,0,0,0,7486.303,7486.303,"6683.27","6034.677",0,377801,126860299,17075400,145872260,1779170276409.99,6187013947904.92,9958.469727,36043.7844,8710,1026,1028,1658,1331,0,1026,-0.0827340942313623,0.361665966152307,0.934997526317783,0.820594148675535
"Japan","Singapore","JPN","SGP",0,0.0851999968290329,0,0,0,0.062500461935997,0.560009241104126,0.0732369348406792,0.0737437978386879,0,0,0,5326.388,5326.388,"5167.93","5146.773",0,377801,126860299,646,5804343,338646194792.89,6187013947904.92,61386.23615,36043.7844,2735,589,589,501,596,685,1056,-0.0436538300313897,0.40700307239245,0.500277597874629,0.59089171440171
"Japan","South Korea","JPN","KOR",0,0,0,0,0,0,0,0,0,0,0,0,1156.67,1156.67,"951.7373","843.8443",1,377801,126860299,99484,51225321,1482760164322.84,6187013947904.92,31640.21463,36043.7844,475166,0,0,93794,23455,20736,77399,0.54856527572283,0.495502325081296,0.953230637699318,0.879881671362844
"Japan","Spain","JPN","ESP",0,0.0324000008404255,0,0,0,0.0689622163772583,0.617907047271729,0.080808699131012,0.0813679695129395,0,0,0,10777.42,10777.42,"10684.76","10671.17",0,377801,126860299,505954,46736782,1572012697558.03,6187013947904.92,28087.89792,36043.7844,2883,922,922,511,1085,1087,2231,0.884027510930148,0.713068424834238,-0.632126727471794,0.403859993055211
"Japan","Turkey","JPN","TUR",0,0.0203999988734722,0,0,0,0.0818630009889603,0.73349916934967,0.0959256142377853,0.0965895056724548,0,0,0,8958.844,8777.496,"8718.032","8707.608",0,377801,126860299,780576,83429607,1261946143648.6,6187013947904.92,11935.38787,36043.7844,0,0,0,0,2,0,241,-0.957443930482534,0.189048625159744,0.761243230486711,0.778512745798805
"Japan","United States","JPN","USA",0,0.115199998021126,0,0,0,0.0611411109566689,0.547829329967499,0.0716440677642822,0.0721399039030075,0,0,0,10855.59,10918.79,"10286.19","10193.96",0,377801,126860299,9529106,329064917,18349108235210.1,6187013947904.92,60698.0113,36043.7844,56321,6069,21868,10710,46810,986,49241,0.855217173622865,0.690024744329336,-0.965646726702075,0.256101399627637
"Malaysia","Argentina","MYS","ARG",0,0,0,0,0,0.0840988308191299,0.753532350063324,0.0985455140471458,0.0992275476455688,0,0,0,15970.66,15970.66,"16333.03","16320.67",0,329758,31949789,2766889,44780675,437813398163.19,398946603155.68,12716.2242,11114.54271,0,0,0,0,0,0,0,-0.620184293112244,0.796532403809299,-0.775878033877009,0.20364314548462
"Malaysia","Australia","MYS","AUS",0,0.267657190561295,0.0126600991934538,0,0,0.0622671134769917,0.557918429374695,0.0846998766064644,0.0851984545588493,0,0,0,6617.087,6532.159,"6084.2","5956.039",0,329758,31949789,7686848,25203200,1450499018770.09,398946603155.68,58868.48063,11114.54271,6076,346,346,1191,589,370,18142,-0.917873527439507,0.247063316344056,-0.70568831649116,0.198226161902011
"Malaysia","Brazil","MYS","BRA",0,0,0,0,0,0.0588616654276848,0.527405321598053,0.0689730569720268,0.0694504082202911,0,0,0,15940.63,16420.49,"16193.42","16164.04",0,329758,31949789,8511920,211049519,2364445788869.69,398946603155.68,8592.210218,11114.54271,0,0,0,0,0,0,18,0.0248265668117819,0.867710758303743,-0.309888632203385,0.195324428918845
"Malaysia","Chile","MYS","CHL",0,0,0,0,0,0.0840988308191299,0.753532350063324,0.0985455140471458,0.0992275476455688,0,0,0,16562.12,16562.12,"16649.88","16632.83",0,329758,31949789,756945,18952035,285037020831.58,398946603155.68,13761.37447,11114.54271,0,0,0,0,0,0,0,0.502825399999999,0.911547806760161,-0.553494618981557,0.211064303094811
"Malaysia","France","MYS","FRA",0,0.0972000062465668,0,0,0,0.052250050008297,0.468164712190628,0.0612256824970245,0.0616494193673134,0,0,0,10436.4,10436.4,"10553.12","10537.39",0,329758,31949789,547026,65129731,2971919320115.83,398946603155.68,38832.0242,11114.54271,0,0,0,0,0,0,343,-0.878357333081375,0.48703179597542,-0.98462326604664,0.0801245077736509
"Malaysia","Great Britain","MYS","GBR",0,0.267300009727478,0.00920000020414591,0,0,0.0622671134769917,0.557918429374695,0.0814922377467155,0.0819925665855408,0,0,0,10559.89,10559.89,"10714.89","10704.7",1,329758,31949789,244110,67530161,2913556871434.81,398946603155.68,47491.59456,11114.54271,11273,643,643,2209,839,0,9269,-0.942717991935767,0.233514201875141,-0.97776253922769,0
"Malaysia","Indonesia","MYS","IDN",1,0.518280327320099,0.0194346383213997,0.33500000834465,2.60746121406555,0.165996938943863,1.48734605312347,0.338403075933456,0.333824276924133,1,0,1,1174.196,1174.196,"1306.636","1053.754",0,329758,31949789,1933658,270625567,1204457195676.25,398946603155.68,3892.421662,11114.54271,1225156,69957,69957,240067,99736,166591,309024,0.405388691448537,0.619855414775107,0.982688058078402,0.818136419753157
"Malaysia","Japan","MYS","JPN",0,0.0324000008404255,0,0,0,0.0756952837109566,0.67823588848114,0.0886983871459961,0.0893122628331184,0,0,0,5329.095,5329.095,"4967.821","4913.138",0,329758,31949789,377801,126860299,6187013947904.92,398946603155.68,36043.7844,11114.54271,18825,1074,1074,3689,1540,944,4336,-0.501837486515306,0.354032073253933,0.605663695855996,0.52674175872989
"Malaysia","Mexico","MYS","MEX",0,0.0135000003501773,0,0,0,0.0840988308191299,0.753532350063324,0.0985455140471458,0.0992275476455688,0,0,0,16641.12,16641.12,"16024.15","15982.06",0,329758,31949789,1967210,127575529,1309881765941.94,398946603155.68,10013.72425,11114.54271,0,0,0,0,0,0,7,-0.394139465142382,0.644003716272558,-0.394169663968178,0.193258152545021
"Malaysia","Russia","MYS","RUS",0,0.0135000003501773,0,0,0,0.0766609758138657,0.686888575553894,0.0898299738764763,0.0904516726732254,0,0,0,8130.454,8130.454,"7647.654","7520.277",0,329758,31949789,17075400,145872260,1779170276409.99,398946603155.68,9958.469727,11114.54271,0,0,2,0,0,0,145,0.903515612782744,0.882112425065141,0.284088329691374,0.431105985656336
"Malaysia","Singapore","MYS","SGP",0,0.42030468583107,0.0862575545907021,0,0,0.0353275835514069,0.316538035869598,0.124083057045937,0.12434484064579,1,1,1,315.5433,315.5433,"505.5376","184.7202",1,329758,31949789,646,5804343,338646194792.89,398946603155.68,61386.23615,11114.54271,91002,5196,5196,17832,4942,3492,145455,0.886044503138243,0.933976582903539,0.99198677105638,0.850268460732963
"Malaysia","South Korea","MYS","KOR",0,0,0,0,0,0,0,0,0,0,0,0,4614.067,4614.067,"4418.149","4395.557",0,329758,31949789,99484,51225321,1482760164322.84,398946603155.68,31640.21463,11114.54271,3917,223,223,768,332,190,932,0.447910736202486,0.60415876643922,0.336835484131157,0.413053576270778
"Malaysia","Spain","MYS","ESP",0,0.0729000046849251,0,0,0,0.0840988308191299,0.753532350063324,0.0985455140471458,0.0992275476455688,0,0,0,11084.66,11084.66,"11174.05","11149.57",0,329758,31949789,505954,46736782,1572012697558.03,398946603155.68,28087.89792,11114.54271,0,0,0,0,0,0,99,-0.847951512589867,0.470584133959828,-0.999432373578559,0.0736320371128397
"Malaysia","Turkey","MYS","TUR",0,0.0459000021219254,0,0,0,0.077625647187233,0.695532143115997,0.0909603610634804,0.0915898829698563,0,0,0,8344.665,7997.892,"8232.465","8195.544",0,329758,31949789,780576,83429607,1261946143648.6,398946603155.68,11935.38787,11114.54271,0,0,0,0,11,4,35,0.730125991222493,0.830508729439325,-0.0549408160116321,0.314005659429965
"Malaysia","United States","MYS","USA",0,0.259200006723404,0.00820000004023314,0,0,0.0655418783426285,0.587260544300079,0.0843710452318192,0.0848982110619545,0,0,0,15130.12,15357.34,"14859.51","14818.76",0,329758,31949789,9529106,329064917,18349108235210.1,398946603155.68,60698.0113,11114.54271,0,0,0,0,966,0,8776,-0.877463682630052,0.457307923795932,-0.378082431352353,0.150635152758728
"Mexico","Argentina","MEX","ARG",1,0.980100035667419,0.883199989795685,0,0,0,0,0.898474872112274,0.897772252559662,0,1,1,7397.651,7397.651,"7533.986","7460.572",0,1967210,127575529,2766889,44780675,437813398163.19,1309881765941.94,12716.2242,10013.72425,15918,1474,1474,3117,1965,2939,4938,0.965394028529442,0.813822752623886,0.885632778441339,0.815711464949815
"Mexico","Australia","MEX","AUS",0,0.0673397034406662,0,0.25,1.94586646556854,0.130525469779968,1.16951882839203,0.152947425842285,0.154005959630013,0,0,0,12985.17,13185.67,"13430.11","13362.18",0,1967210,127575529,7686848,25203200,1450499018770.09,1309881765941.94,58868.48063,10013.72425,474,42,42,93,63,150,917,-0.00297621514775616,0.272810064515753,-0.372997868993497,0.4796057159453
"Mexico","Brazil","MEX","BRA",0,0.0593999996781349,0,0.75,5.83759927749634,0.424397647380829,3.80263757705688,0.497301667928696,0.500743389129639,0,0,0,7439.636,6841.765,"7621.778","7513.794",0,1967210,127575529,8511920,211049519,2364445788869.69,1309881765941.94,8592.210218,10013.72425,6643,614,614,1301,802,294,1486,0.908982235982724,0.773268440692568,0.995944793269125,0.955303464964573
"Mexico","Chile","MEX","CHL",1,0.980100035667419,0.81879997253418,0,0,0,0,0.842496991157532,0.841406881809235,0,1,1,6621.323,6621.323,"6966.903","6886.097",0,1967210,127575529,756945,18952035,285037020831.58,1309881765941.94,13761.37447,10013.72425,6404,593,593,1254,845,2964,4262,-0.992599681664299,0.629141152245501,0.983593857581417,0.905771430513691
"Mexico","France","MEX","FRA",0,0.144383415579796,0.00920000020414591,0.5,3.89173293113708,0.254505813121796,2.28039288520813,0.304681748151779,0.306726723909378,0,0,0,9206.813,9206.813,"9276.133","9264.167",0,1967210,127575529,547026,65129731,2971919320115.83,1309881765941.94,38832.0242,10013.72425,10081,934,934,1974,1308,1397,4112,-0.0931151427891013,0.456962813453681,0.548656441486822,0.670873756210901
