"destination","origin","iso_d","iso_o","col","csl","cnl","prox1","lp1","prox2","lp2","cl","cle","contig","comlang_off","comlang_ethno","dist","distcap","distw","distwces","shared_hist","area_d","pop_d","area_o","pop_o","GDP_o","GDP_d","GDP_percapita_o","GDP_percapita_d","m_stock","m_flow_sd_drop_neg","m_flow_sd_rev_neg","m_flow_mig_rate","m_flow_da_min_open","m_flow_da_min_closed","m_flow_da_pb_closed","CS_wvs","CS_euc_wvs","CS_foursquare","CS_euc_foursquare"
"Mexico","Great Britain","MEX","GBR",0,0.124779604375362,0,0.25,1.94586646556854,0.130525469779968,1.16951882839203,0.152947425842285,0.154005959630013,0,0,0,8938.404,8938.404,"8734.489","8726.294",0,1967210,127575529,244110,67530161,2913556871434.81,1309881765941.94,47491.59456,10013.72425,3699,341,341,724,3150,3861,4903,0.0649755733763616,0.281512687129458,0.1926682641955,0.507435981951895
"Mexico","Indonesia","MEX","IDN",0,0,0,0,0,0.0743691548705101,0.666353702545166,0.0871444642543793,0.0877475738525391,0,0,0,16863.46,16863.46,"16272.36","16234.13",0,1967210,127575529,1933658,270625567,1204457195676.25,1309881765941.94,3892.421662,10013.72425,167,15,15,33,20,389,369,0.680365327871869,0.698719203119392,-0.55761396915265,0.294071403660501
"Mexico","Japan","MEX","JPN",0,0.00600000005215406,0,0,0,0.0689622163772583,0.617907047271729,0.080808699131012,0.0813679695129395,0,0,0,11312.39,11312.39,"11098.87","11044.71",0,1967210,127575529,377801,126860299,6187013947904.92,1309881765941.94,36043.7844,10013.72425,3926,363,363,769,476,732,1462,-0.597149856581458,0.191044527559781,-0.970031601472605,0.317737003134171
"Mexico","Malaysia","MEX","MYS",0,0.0135000003501773,0,0,0,0.0840988308191299,0.753532350063324,0.0985455140471458,0.0992275476455688,0,0,0,16641.12,16641.12,"16024.15","15982.06",0,1967210,127575529,329758,31949789,398946603155.68,1309881765941.94,11114.54271,10013.72425,58,3,3,12,4,8,15,-0.394139465142382,0.644003716272558,-0.394169663968178,0.193258152545021
"Mexico","Russia","MEX","RUS",0,0.00250000017695129,0,0.25,1.94586646556854,0.102731950581074,0.920486629009247,0.120379477739334,0.121212609112263,0,0,0,10736.3,10736.3,"10815.05","10778.4",0,1967210,127575529,17075400,145872260,1779170276409.99,1309881765941.94,9958.469727,10013.72425,1740,160,162,341,190,0,216,-0.749975068357443,0.526444707764157,-0.993150604322876,0.47156335950384
"Mexico","Singapore","MEX","SGP",0,0.0355000011622906,0,0.0599999986588955,0.46700793504715,0.0918117761611938,0.822641015052795,0.107583418488503,0.108327984809875,0,0,0,16623.59,16623.59,"16243.44","16214.48",0,1967210,127575529,646,5804343,338646194792.89,1309881765941.94,61386.23615,10013.72425,50,3,3,10,3,355,323,-0.775297160943374,0.661967962867493,-0.274898232084165,0.342928840745476
"Mexico","South Korea","MEX","KOR",0,0,0,0,0,0,0,0,0,0,0,0,12066.01,12066.01,"11711.42","11669.87",0,1967210,127575529,99484,51225321,1482760164322.84,1309881765941.94,31640.21463,10013.72425,1948,178,178,382,241,367,605,-0.998242515802461,0.265605665342097,-0.998102689473671,0.259840734659889
"Mexico","Spain","MEX","ESP",1,0.980368673801422,0.81879997253418,0,0,0,0,0.842496991157532,0.841406881809235,0,1,1,9073.951,9073.951,"9144.438","9131.799",1,1967210,127575529,505954,46736782,1572012697558.03,1309881765941.94,28087.89792,10013.72425,23589,2187,2187,4619,3245,4425,12934,-0.152953509405005,0.426835938895063,0.424907137013871,0.627231016900043
"Mexico","Turkey","MEX","TUR",0,0.008500000461936,0,0,0,0.10965658724308,0.9825319647789,0.128493651747704,0.129382938146591,0,0,0,11437.28,11765.04,"11613.61","11599.86",0,1967210,127575529,780576,83429607,1261946143648.6,1309881765941.94,11935.38787,10013.72425,294,26,26,58,23,15,84,0.34022736717418,0.687905285249752,-0.895993584389005,0.343773948695532
"Mexico","United States","MEX","USA",0,0.198796808719635,0.138000011444092,0.212500005960464,1.6539865732193,0.110946655273438,0.994091093540192,0.250064611434937,0.250840187072754,1,0,1,3369.053,3037.916,"2468.405","1623.72",0,1967210,127575529,9529106,329064917,18349108235210.1,1309881765941.94,60698.0113,10013.72425,762290,70746,860939,149264,232179,28582,1404933,-0.0949732153210255,0.431430601247874,0.999847925448797,0.936789553961815
"Russia","Argentina","RUS","ARG",0,0.00039999998989515,0,0.25,1.94586646556854,0.102731950581074,0.920486629009247,0.120379477739334,0.121212609112263,0,0,0,13505.36,13505.36,"14195.33","14105.4",0,17075400,145872260,2766889,44780675,437813398163.19,1779170276409.99,12716.2242,9958.469727,251,0,0,52,15,1154,1395,-0.896528931383415,0.682295776739545,-0.825307261249832,0.606659204846388
"Russia","Australia","RUS","AUS",0,0.0485000014305115,0,0.25,1.94586646556854,0.15281730890274,1.36925554275513,0.179068610072136,0.180307924747467,0,0,0,14503.07,14491.46,"13424.9","13270.88",0,17075400,145872260,7686848,25203200,1450499018770.09,1779170276409.99,58868.48063,9958.469727,542,0,0,111,41,5109,8707,-0.659231079766325,0.193941196511169,0.478852130680573,0.764428576284227
"Russia","Brazil","RUS","BRA",0,9.99999974737875e-05,0,0.25,1.94586646556854,0.093720331788063,0.839741826057434,0.109819829463959,0.110579870641232,0,0,0,11820.15,11192.67,"11942.46","11770.14",0,17075400,145872260,8511920,211049519,2364445788869.69,1779170276409.99,8592.210218,9958.469727,432,0,0,89,25,206,483,-0.405991891466539,0.750043791935796,-0.999634969872853,0.44154168134614
"Russia","Chile","RUS","CHL",0,0,0,0.25,1.94586646556854,0.102731950581074,0.920486629009247,0.120379477739334,0.121212609112263,0,0,0,14153.3,14153.3,"14814.34","14731.54",0,17075400,145872260,756945,18952035,285037020831.58,1779170276409.99,13761.37447,9958.469727,106,0,0,22,209,813,731,0.824748550082701,0.849897219708996,-0.95577900872195,0.549571667659641
"Russia","France","RUS","FRA",0,0.0187856014817953,0,0.25,1.94586646556854,0.117340117692947,1.05137705802917,0.137497082352638,0.138448670506477,0,0,0,2494.316,2494.316,"3350.928","3049.666",0,17075400,145872260,547026,65129731,2971919320115.83,1779170276409.99,38832.0242,9958.469727,2566,0,0,526,188,7536,17096,-0.588758220336301,0.43571416926018,-0.447213595499958,0.567676694334516
"Russia","Great Britain","RUS","GBR",0,0.0598604492843151,0,0.25,1.94586646556854,0.15281730890274,1.36925554275513,0.179068610072136,0.180307924747467,0,0,0,2510.88,2510.88,"3266.609","2972.27",0,17075400,145872260,244110,67530161,2913556871434.81,1779170276409.99,47491.59456,9958.469727,1740,0,0,357,1784,14926,19477,-0.708798382656112,0.174642080348766,-0.076696498884737,0.54296715292286
"Russia","Indonesia","RUS","IDN",0,0,0,0,0,0.0468601286411285,0.419870555400848,0.0549098663032055,0.0552898906171322,0,0,0,9302.706,9302.706,"8698.131","8560.525",0,17075400,145872260,1933658,270625567,1204457195676.25,1779170276409.99,3892.421662,9958.469727,162,0,0,33,8,100,114,-0.0254863065609704,0.539346467308443,0.456804684992628,0.608923055562478
"Russia","Japan","RUS","JPN",0,0.00600000005215406,0,0,0,0.070859432220459,0.63490629196167,0.0830318257212639,0.0836064741015434,0,0,0,7486.303,7486.303,"6683.27","6034.677",0,17075400,145872260,377801,126860299,6187013947904.92,1779170276409.99,36043.7844,9958.469727,1024,0,0,210,63,438,1691,-0.0827340942313623,0.361665966152307,0.934997526317783,0.820594148675535
"Russia","Malaysia","RUS","MYS",0,0.0135000003501773,0,0,0,0.0766609758138657,0.686888575553894,0.0898299738764763,0.0904516726732254,0,0,0,8130.454,8130.454,"7647.654","7520.277",0,17075400,145872260,329758,31949789,398946603155.68,1779170276409.99,11114.54271,9958.469727,1555,0,0,319,91,551,714,0.903515612782744,0.882112425065141,0.284088329691374,0.431105985656336
"Russia","Mexico","RUS","MEX",0,0.00250000017695129,0,0.25,1.94586646556854,0.102731950581074,0.920486629009247,0.120379477739334,0.121212609112263,0,0,0,10736.3,10736.3,"10815.05","10778.4",0,17075400,145872260,1967210,127575529,1309881765941.94,1779170276409.99,10013.72425,9958.469727,203,0,0,42,0,133,384,-0.749975068357443,0.526444707764157,-0.993150604322876,0.47156335950384
"Russia","Singapore","RUS","SGP",0,0.0355000011622906,0,0.0599999986588955,0.46700793504715,0.063638761639595,0.570208489894867,0.0745707750320435,0.0750868692994118,0,0,0,8431.775,8431.775,"7858.916","7748.278",0,17075400,145872260,646,5804343,338646194792.89,1779170276409.99,61386.23615,9958.469727,49,0,0,10,0,29,45,0.999233303516191,0.841700421148964,0.160675602081711,0.537175586975041
"Russia","South Korea","RUS","KOR",0,0,0,0,0,0,0,0,0,0,0,0,6614.064,6614.064,"6009.905","5304.06",0,17075400,145872260,99484,51225321,1482760164322.84,1779170276409.99,31640.21463,9958.469727,3720,0,0,762,245,5532,6137,0.787856216845266,0.700798173704692,0.998460353205412,0.788247626453556
"Russia","Spain","RUS","ESP",0,0.0235623009502888,0,0.25,1.94586646556854,0.102731950581074,0.920486629009247,0.120379477739334,0.121212609112263,0,0,0,3449.3,3449.3,"4180.506","3901.271",0,17075400,145872260,505954,46736782,1572012697558.03,1779170276409.99,28087.89792,9958.469727,1393,0,0,286,112,3211,15799,-0.538971561197833,0.425037816327087,-0.316227766016838,0.581769490404522
"Russia","Turkey","RUS","TUR",0,0.0188109986484051,0,0,0,0.112692065536976,1.00973010063171,0.132050573825836,0.132964476943016,0,0,0,1757.71,1796.546,"2422.068","2099.337",0,17075400,145872260,780576,83429607,1261946143648.6,1779170276409.99,11935.38787,9958.469727,10234,0,0,2097,420,2004,6622,0.366843104639474,0.75758572178881,0.941741911594837,0.835436878105451
"Russia","United States","RUS","USA",0,0.0482856035232544,0,0.25,1.94586646556854,0.145304515957832,1.3019403219223,0.170265257358551,0.17144364118576,0,0,0,7517.972,7834.547,"8915.321","8795.135",0,17075400,145872260,9529106,329064917,18349108235210.1,1779170276409.99,60698.0113,9958.469727,4586,0,0,940,6304,89831,139404,-0.587248612475108,0.407221220704362,-0.995037190209989,0.408532741131865
"Singapore","Argentina","SGP","ARG",0,0,0,0.0599999986588955,0.46700793504715,0.0918117761611938,0.822641015052795,0.107583418488503,0.108327984809875,0,0,0,15891.11,15891.11,"16120.1","16110.5",0,646,5804343,2766889,44780675,437813398163.19,338646194792.89,12716.2242,61386.23615,0,0,0,0,0,0,1,-0.913184903399715,0.835245501694618,-0.689953871005846,0.349549801599435
"Singapore","Australia","SGP","AUS",1,0.695610880851746,0.109906397759914,0,0,0.0315765291452408,0.282928258180618,0.259245336055756,0.254118680953979,0,1,1,6301.786,6217.666,"5893.497","5773.683",0,646,5804343,7686848,25203200,1450499018770.09,338646194792.89,58868.48063,61386.23615,8584,161,161,2046,545,322,9314,-0.629286388830881,0.312983117708915,-0.789549458301097,0.313197180256555
"Singapore","Brazil","SGP","BRA",0,0,0,0.0599999986588955,0.46700793504715,0.0556820146739483,0.498915374279022,0.0652472004294395,0.0656987652182579,0,0,0,16000.61,16540.27,"16065.5","16048.86",0,646,5804343,8511920,211049519,2364445788869.69,338646194792.89,8592.210218,61386.23615,0,0,0,0,0,0,16,-0.441459855452072,0.886276926022667,-0.187283085309531,0.344450819480406
"Singapore","Chile","SGP","CHL",0,0,0,0.0599999986588955,0.46700793504715,0.0918117761611938,0.822641015052795,0.107583418488503,0.108327984809875,0,0,0,16402.79,16402.79,"16432.16","16415.23",0,646,5804343,756945,18952035,285037020831.58,338646194792.89,13761.37447,61386.23615,0,0,0,0,0,0,0,0.846256125566724,0.961438997345296,-0.443835238469781,0.360043009214296
"Singapore","France","SGP","FRA",0,0.25560000538826,0,0.0599999986588955,0.46700793504715,0.0617947280406952,0.553685784339905,0.0724099650979042,0.0729111060500145,0,0,0,10748.26,10748.26,"10734.97","10731.82",0,646,5804343,547026,65129731,2971919320115.83,338646194792.89,38832.0242,61386.23615,0,0,0,0,0,0,284,-0.556660663272587,0.552653827487099,-0.954662453656525,0.219977518181646
"Singapore","Great Britain","SGP","GBR",1,0.702899992465973,0.128800004720688,0,0,0.0315765291452408,0.282928258180618,0.274968981742859,0.269951164722443,0,1,1,10868.94,10868.94,"10917.7","10917.21",1,646,5804343,244110,67530161,2913556871434.81,338646194792.89,47491.59456,61386.23615,0,0,0,0,24,0,5755,-0.680637359417237,0.299536630765041,-0.99642328184275,0.129723786304425
"Singapore","Indonesia","SGP","IDN",0,0.0579999983310699,0,0,0,0.0608499050140381,0.545220077037811,0.0713028386235237,0.0717963203787804,0,0,1,886.1407,886.1407,"1012.916","868.0961",0,646,5804343,1933658,270625567,1204457195676.25,338646194792.89,3892.421662,61386.23615,138338,2546,2546,32196,6033,17411,39075,-0.0646051043803715,0.585490278076561,0.951406481793015,0.858657145770536
"Singapore","Japan","SGP","JPN",0,0.0851999968290329,0,0,0,0.062500461935997,0.560009241104126,0.0732369348406792,0.0737437978386879,0,0,0,5326.388,5326.388,"5167.93","5146.773",0,646,5804343,377801,126860299,6187013947904.92,338646194792.89,36043.7844,61386.23615,0,0,0,0,0,0,356,-0.0436538300313897,0.40700307239245,0.500277597874629,0.59089171440171
"Singapore","Malaysia","SGP","MYS",0,0.42030468583107,0.0862575545907021,0,0,0.0353275835514069,0.316538035869598,0.124083057045937,0.12434484064579,1,1,1,315.5433,315.5433,"505.5376","184.7202",1,646,5804343,329758,31949789,398946603155.68,338646194792.89,11114.54271,61386.23615,952261,18066,18066,228425,38799,36768,181150,0.886044503138243,0.933976582903539,0.99198677105638,0.850268460732963
"Singapore","Mexico","SGP","MEX",0,0.0355000011622906,0,0.0599999986588955,0.46700793504715,0.0918117761611938,0.822641015052795,0.107583418488503,0.108327984809875,0,0,0,16623.59,16623.59,"16243.44","16214.48",0,646,5804343,1967210,127575529,1309881765941.94,338646194792.89,10013.72425,61386.23615,0,0,0,0,0,0,12,-0.775297160943374,0.661967962867493,-0.274898232084165,0.342928840745476
"Singapore","Russia","SGP","RUS",0,0.0355000011622906,0,0.0599999986588955,0.46700793504715,0.063638761639595,0.570208489894867,0.0745707750320435,0.0750868692994118,0,0,0,8431.775,8431.775,"7858.916","7748.278",0,646,5804343,17075400,145872260,1779170276409.99,338646194792.89,9958.469727,61386.23615,0,0,2,0,0,0,13,0.999233303516191,0.841700421148964,0.160675602081711,0.537175586975041
"Singapore","South Korea","SGP","KOR",0,0,0,0,0,0,0,0,0,0,0,1,4676.683,4676.683,"4632.103","4631.185",0,646,5804343,99484,51225321,1482760164322.84,338646194792.89,31640.21463,61386.23615,0,0,0,0,0,0,45,0.8113637088221,0.603021726845364,0.215177531036616,0.470933643323519
"Singapore","Spain","SGP","ESP",0,0.191699996590614,0,0.0599999986588955,0.46700793504715,0.0918117761611938,0.822641015052795,0.107583418488503,0.108327984809875,0,0,0,11400.13,11400.13,"11336.64","11326.67",0,646,5804343,505954,46736782,1572012697558.03,338646194792.89,28087.89792,61386.23615,0,0,0,0,0,0,72,-0.505580461457385,0.535689062992764,-0.98716739873722,0.210361214374125
"Singapore","Turkey","SGP","TUR",0,0.120699994266033,0,0,0,0.0702636763453484,0.62956827878952,0.0823337361216545,0.0829035490751266,0,0,0,8660.153,8313.423,"8384.909","8369.075",0,646,5804343,780576,83429607,1261946143648.6,338646194792.89,11935.38787,61386.23615,0,0,0,0,2,0,23,0.330140292796243,0.781934567608042,-0.180651520328333,0.39940835681422
"Singapore","United States","SGP","USA",1,0.681599974632263,0.114799998700619,0.00900000333786011,0.0700512155890465,0.0406118184328079,0.363885194063187,0.27268984913826,0.267656236886978,0,1,1,15350.5,15564.31,"15122.62","15087.26",0,646,5804343,9529106,329064917,18349108235210.1,338646194792.89,60698.0113,61386.23615,14543,266,2893,3371,6919,0,6819,-0.555109247780677,0.522879642385924,-0.258089093689533,0.299754284444979
"South Korea","Argentina","KOR","ARG",0,0,0,0,0,0,0,0,0,0,0,0,19447.35,19447.35,"19146.65","19137.75",0,99484,51225321,2766889,44780675,437813398163.19,1482760164322.84,12716.2242,31640.21463,0,0,0,0,0,16,997,-0.979152404394633,0.446275642212012,-0.855359607448909,0.39940835681422
"South Korea","Australia","KOR","AUS",0,0,0,0,0,0,0,0,0,0,0,1,8329.652,8418.786,"8112.907","8080.573",0,99484,51225321,7686848,25203200,1450499018770.09,1482760164322.84,58868.48063,31640.21463,5078,2062,2062,726,2221,2445,15858,-0.0562898671395232,0.192279962726963,0.429417982876403,0.642427719716585
"South Korea","Brazil","KOR","BRA",0,0,0,0,0,0,0,0,0,0,0,0,18364.51,17565.08,"17793.04","17741.18",0,99484,51225321,8511920,211049519,2364445788869.69,1482760164322.84,8592.210218,31640.21463,0,0,0,0,0,0,1123,-0.8826826162832,0.489630371874069,-0.999594527565845,0.230290424777839
"South Korea","Chile","KOR","CHL",0,0,0,0,0,0,0,0,0,0,0,0,18375.18,18375.18,"18230.14","18227.1",0,99484,51225321,756945,18952035,285037020831.58,1482760164322.84,13761.37447,31640.21463,0,0,0,0,12,98,87,0.998051433503905,0.636403341290979,-0.970620394440561,0.338383911126246
"South Korea","France","KOR","FRA",0,0,0,0,0,0,0,0,0,0,0,0,8981.467,8981.467,"9225.815","9220.22",0,99484,51225321,547026,65129731,2971919320115.83,1482760164322.84,38832.0242,31640.21463,2363,751,751,380,817,679,3461,0.0339478492690918,0.407173600184428,-0.496138938356834,0.385704883166049
"South Korea","Great Britain","KOR","GBR",0,0,0,0,0,0,0,0,0,0,0,1,8875.39,8875.39,"8931.778","8928.762",0,99484,51225321,244110,67530161,2913556871434.81,1482760164322.84,47491.59456,31640.21463,4858,2030,2030,782,2770,2076,3820,-0.123997266590605,0.159037703467029,-0.13188504524157,0.403859993055211
"South Korea","Indonesia","KOR","IDN",0,0,0,0,0,0,0,0,0,0,0,0,5291.684,5291.684,"5081.576","5063.601",0,99484,51225321,1933658,270625567,1204457195676.25,1482760164322.84,3892.421662,31640.21463,32310,8033,8033,8623,9233,12924,22015,-0.63573871854542,0.240147885296089,0.505445667075598,0.590078646453701
"South Korea","Japan","KOR","JPN",0,0,0,0,0,0,0,0,0,0,0,0,1156.67,1156.67,"951.7373","843.8443",1,99484,51225321,377801,126860299,6187013947904.92,1482760164322.84,36043.7844,31640.21463,22893,4834,6403,3613,5309,5228,61656,0.54856527572283,0.495502325081296,0.953230637699318,0.879881671362844
"South Korea","Malaysia","KOR","MYS",0,0,0,0,0,0,0,0,0,0,0,0,4614.067,4614.067,"4418.149","4395.557",0,99484,51225321,329758,31949789,398946603155.68,1482760164322.84,11114.54271,31640.21463,1400,597,597,223,620,2000,2616,0.447910736202486,0.60415876643922,0.336835484131157,0.413053576270778
"South Korea","Mexico","KOR","MEX",0,0,0,0,0,0,0,0,0,0,0,0,12066.01,12066.01,"11711.42","11669.87",0,99484,51225321,1967210,127575529,1309881765941.94,1482760164322.84,10013.72425,31640.21463,0,0,0,0,0,1,241,-0.998242515802461,0.265605665342097,-0.998102689473671,0.259840734659889
"South Korea","Russia","KOR","RUS",0,0,0,0,0,0,0,0,0,0,0,0,6614.064,6614.064,"6009.905","5304.06",0,99484,51225321,17075400,145872260,1779170276409.99,1482760164322.84,9958.469727,31640.21463,4545,2347,2350,640,2340,298,1443,0.787856216845266,0.700798173704692,0.998460353205412,0.788247626453556
"South Korea","Singapore","KOR","SGP",0,0,0,0,0,0,0,0,0,0,0,1,4676.683,4676.683,"4632.103","4631.185",0,99484,51225321,646,5804343,338646194792.89,1482760164322.84,61386.23615,31640.21463,0,0,0,0,0,111,153,0.8113637088221,0.603021726845364,0.215177531036616,0.470933643323519
"South Korea","Spain","KOR","ESP",0,0,0,0,0,0,0,0,0,0,0,0,10012.64,10012.64,"10101.71","10087.7",0,99484,51225321,505954,46736782,1572012697558.03,1482760164322.84,28087.89792,31640.21463,0,0,0,0,0,63,571,0.0941208846214063,0.413069961181147,-0.368364368108952,0.409659704224021
"South Korea","Turkey","KOR","TUR",0,0,0,0,0,0,0,0,0,0,0,0,7967.701,7759.101,"7937.729","7927.249",0,99484,51225321,780576,83429607,1261946143648.6,1482760164322.84,11935.38787,31640.21463,0,0,0,0,3,0,62,-0.283903637131953,0.458413209521801,0.921635375138065,0.848060997109583
"South Korea","United States","KOR","USA",0,0,0,0,0,0,0,0,0,0,0,1,11065.7,11185.97,"10682.86","10624.66",0,99484,51225321,9529106,329064917,18349108235210.1,1482760164322.84,60698.0113,31640.21463,67819,13520,34761,11173,42886,4614,130599,0.0358130577121552,0.386797442236859,-0.999024657636196,0.196843076799285
"Spain","Argentina","ESP","ARG",1,0.980139851570129,0.854458212852478,0,0,0,0,0.873491883277893,0.872616350650787,0,1,1,10065.85,10065.85,"10079.66","10055.9",1,505954,46736782,2766889,44780675,437813398163.19,1572012697558.03,12716.2242,28087.89792,259946,33080,33080,51600,44780,48462,92352,0.110066560854012,0.554553890051585,0.796691270902396,0.79735379895766
"Spain","Australia","ESP","AUS",0,0.276957243680954,0.000199999994947575,0.25,1.94586646556854,0.130525469779968,1.16951882839203,0.153116837143898,0.154175162315369,0,0,0,17699.45,17591.48,"17072.92","17016.02",0,505954,46736782,7686848,25203200,1450499018770.09,1572012697558.03,58868.48063,28087.89792,6606,2230,2230,1306,2615,4488,8555,0.988684231097517,0.767259750424521,0.681418527918843,0.753380232633437
"Spain","Brazil","ESP","BRA",0,0.0695584788918495,0.000199999994947575,0.75,5.83759927749634,0.424397647380829,3.80263757705688,0.497402191162109,0.500843226909637,0,0,0,8389.78,7743.538,"7821.086","7696.928",0,505954,46736782,8511920,211049519,2364445788869.69,1572012697558.03,8592.210218,28087.89792,109552,34057,34057,20323,38381,22745,40477,-0.55096214089183,0.504201156026291,0.341743063086704,0.582566373649133
"Spain","Chile","ESP","CHL",1,0.980100035667419,0.792099952697754,0,0,0,0,0.819288730621338,0.818038046360016,0,1,1,10715.11,10715.11,"10747.69","10716.51",1,505954,46736782,756945,18952035,285037020831.58,1572012697558.03,13761.37447,28087.89792,56704,7398,7398,11146,10726,23119,31448,0.0318178731865085,0.555559375725458,0.581238193719096,0.713414994122538
"Spain","France","ESP","FRA",0,0.320124596357346,0.00909821968525648,0.5,3.89173293113708,0.254505813121796,2.28039288520813,0.304610311985016,0.306655496358871,1,0,0,1054.656,1054.656,"958.838","817.1057",0,505954,46736782,547026,65129731,2971919320115.83,1572012697558.03,38832.0242,28087.89792,209344,17681,22097,41735,28521,19897,82654,0.998182142182508,0.96772392050457,0.989949493661166,0.952885715256846
"Spain","Great Britain","ESP","GBR",0,0.347384095191956,0,0.25,1.94586646556854,0.130525469779968,1.16951882839203,0.152947425842285,0.154005959630013,0,0,0,1263.379,1263.379,"1435.419","1369.098",0,505954,46736782,244110,67530161,2913556871434.81,1572012697558.03,47491.59456,28087.89792,302020,0,0,62691,9605,1755,52748,0.976206862703594,0.741608904515999,0.970142500145332,0.879881671362844
"Spain","Indonesia","ESP","IDN",0,0,0,0,0,0.0743691548705101,0.666353702545166,0.0871444642543793,0.0877475738525391,0,0,0,12188.31,12188.31,"12160.97","12125.58",0,505954,46736782,1933658,270625567,1204457195676.25,1572012697558.03,3892.421662,28087.89792,2007,677,677,397,761,1068,1312,-0.828313956154391,0.186187111483606,-0.988371697650617,0.230867418543502
"Spain","Japan","ESP","JPN",0,0.0324000008404255,0,0,0,0.0689622163772583,0.617907047271729,0.080808699131012,0.0813679695129395,0,0,0,10777.42,10777.42,"10684.76","10671.17",0,505954,46736782,377801,126860299,6187013947904.92,1572012697558.03,36043.7844,28087.89792,6349,2143,2143,1256,2396,2483,3653,0.884027510930148,0.713068424834238,-0.632126727471794,0.403859993055211
"Spain","Malaysia","ESP","MYS",0,0.0729000046849251,0,0,0,0.0840988308191299,0.753532350063324,0.0985455140471458,0.0992275476455688,0,0,0,11084.66,11084.66,"11174.05","11149.57",0,505954,46736782,329758,31949789,398946603155.68,1572012697558.03,11114.54271,28087.89792,623,209,209,123,232,330,427,-0.847951512589867,0.470584133959828,-0.999432373578559,0.0736320371128397
"Spain","Mexico","ESP","MEX",1,0.980368673801422,0.81879997253418,0,0,0,0,0.842496991157532,0.841406881809235,0,1,1,9073.951,9073.951,"9144.438","9131.799",1,505954,46736782,1967210,127575529,1309881765941.94,1572012697558.03,10013.72425,28087.89792,53158,12241,12241,9960,0,11831,20184,-0.152953509405005,0.426835938895063,0.424907137013871,0.627231016900043
"Spain","Russia","ESP","RUS",0,0.0235623009502888,0,0.25,1.94586646556854,0.102731950581074,0.920486629009247,0.120379477739334,0.121212609112263,0,0,0,3449.3,3449.3,"4180.506","3901.271",0,505954,46736782,17075400,145872260,1779170276409.99,1572012697558.03,9958.469727,28087.89792,87373,16871,16873,16239,19141,0,11354,-0.538971561197833,0.425037816327087,-0.316227766016838,0.581769490404522
"Spain","Singapore","ESP","SGP",0,0.191699996590614,0,0.0599999986588955,0.46700793504715,0.0918117761611938,0.822641015052795,0.107583418488503,0.108327984809875,0,0,0,11400.13,11400.13,"11336.64","11326.67",0,505954,46736782,646,5804343,338646194792.89,1572012697558.03,61386.23615,28087.89792,521,175,175,103,168,292,356,-0.505580461457385,0.535689062992764,-0.98716739873722,0.210361214374125
"Spain","South Korea","ESP","KOR",0,0,0,0,0,0,0,0,0,0,0,0,10012.64,10012.64,"10101.71","10087.7",0,505954,46736782,99484,51225321,1482760164322.84,1572012697558.03,31640.21463,28087.89792,4340,1465,1465,858,1665,1742,2252,0.0941208846214063,0.413069961181147,-0.368364368108952,0.409659704224021
"Spain","Turkey","ESP","TUR",0,0.0573492012917995,0,0,0,0.10965658724308,0.9825319647789,0.128493651747704,0.129382938146591,0,0,0,2740.029,3087.75,"2966.328","2888.477",0,505954,46736782,780576,83429607,1261946143648.6,1572012697558.03,11935.38787,28087.89792,4112,1387,1387,813,1043,704,2790,-0.981317516293952,0.332985926295651,0.0212717814905759,0.547604722353997
"Spain","United States","ESP","USA",0,0.377876162528992,0.133500009775162,0.212500005960464,1.6539865732193,0.110946655273438,0.994091093540192,0.246149629354477,0.246929258108139,0,0,1,5770.264,6092.003,"7437.157","7176.146",1,505954,46736782,9529106,329064917,18349108235210.1,1572012697558.03,60698.0113,28087.89792,48225,14821,23873,8665,72146,12129,42697,0.998292887282059,0.971722964839621,0.409055904092909,0.581769490404522
"Turkey","Argentina","TUR","ARG",0,0.0015999999595806,0,0,0,0.10965658724308,0.9825319647789,0.128493651747704,0.129382938146591,0,0,0,12268.67,12502.27,"12474.38","12462.04",0,780576,83429607,2766889,44780675,437813398163.19,1261946143648.6,12716.2242,11935.38787,189,52,52,28,62,342,459,0.0832160543605939,0.748877567483017,-0.587302684249495,0.503843854015021
"Turkey","Australia","TUR","AUS",0,0.165150538086891,9.99999974737875e-05,0,0,0.0668753162026405,0.599208295345306,0.0784554779529572,0.0789977610111237,0,0,0,14960.31,14512.6,"14180.88","14112.3",0,780576,83429607,7686848,25203200,1450499018770.09,1261946143648.6,58868.48063,11935.38787,3984,1146,1146,592,1271,8550,14357,-0.941351627695273,0.122050102698691,0.74622335485304,0.78929851320605
"Turkey","Brazil","TUR","BRA",0,0.00039999998989515,0,0,0,0.0899259746074677,0.805744051933289,0.105373665690422,0.10610294342041,0,0,0,10590.76,10374.6,"10224.84","10152.14",0,780576,83429607,8511920,211049519,2364445788869.69,1261946143648.6,8592.210218,11935.38787,465,133,133,69,142,131,317,0.701228453562005,0.822158259765144,-0.932311292720233,0.308687169565939
"Turkey","Chile","TUR","CHL",0,0,0,0,0,0.10965658724308,0.9825319647789,0.128493651747704,0.129382938146591,0,0,0,13118.55,13383.32,"13298.76","13284.23",0,780576,83429607,756945,18952035,285037020831.58,1261946143648.6,13761.37447,11935.38787,58,15,15,9,1765,1829,1614,-0.22352127333953,0.748028264985366,-0.801185375929871,0.430715931435438
