,interest_name,audience
6003145097152,Buffalo wing,35284560
6002925767321,Food coloring,17725930
6002838660679,Agaricus bisporus,0
6003214678933,Pita,5964920
6003018796419,Hotspot (Wi-Fi),12469890
6003091832817,Bento,9037730
6003487882631,Swordfish,1672770
6003432930112,Main course,5302190
6003186070684,Absinthe,1920650
6003524730442,Shopping bag,12371670
6003058378607,Cuvée,749800
6003436470570,Treacle,0
6003147397068,Solanum,0
6005998026502,Jordanian cuisine,9943950
6003087450392,Sambucus,0
6003151745334,Egg yolk,12124910
6003147643326,Wine cocktail,766970
6002996736244,Syrian cuisine,13656810
6003137355750,Miso,6501840
6003143942528,Teriyaki,8301180
6002968769092,Unagi,2643330
6003349489432,Carambola,1991200
6003181391333,Arabic coffee,19040340
6003403479377,UFC 26,65770
6003271398593,Wine bar,2763160
6003262656049,Sprite (soft drink),11022870
6003450270842,Tapioca,7281880
6003260981309,Marination,10373810
6003505177669,Milky Way (chocolate bar),2946470
6003341191023,Moonshine,4540970
6003148909036,Skirt steak,3304490
6003146769152,Okra,5879460
6003116072068,Chipotle,5142970
6003648322746,Artichoke,2375880
6003412455377,Noma (restaurant),385370
6003147923326,Guava,16347390
6003538668663,Love to Eat,0
6004038004409,Dragée,2131300
6003198897167,Sous-vide,1588560
6003158230075,Baklava,7921410
6003106417429,Pork steak,3851770
6003500643586,National dish,1865840
6003148214126,Flank steak,3062040
6003191324926,Leek,4946060
6003153900665,Cola,7509450
6003329124437,Wilton Cake Decorating,1200110
6003110353845,Comfort food,10049860
6003508719786,Snacking,14327516
6003133337414,Pomelo,9794540
6003352355251,Captan,1238600
6004115435789,Gnocchi,4010030
6003175264034,Lemongrass,1001990
6003107620142,Persian Food,3856370
6003223871035,Cinnamon roll,4356030
6005130299209,The World's 50 Best Restaurants,780390
6003347217274,Teaspoon,20187610
6003286163802,Seaweed,15811750
6003068360844,Fillet (cut),13671680
6003290637841,T-bone steak,4619660
6003534921798,S'more,3529730
6003267536336,Mead,1677210
6003571429718,Jute,4755210
6002868970710,Pulled pork,3326750
6003979430748,Temporary tattoo,3744140
6003341459854,Batter (cooking),11782930
6003349650288,Milo (drink),10155260
6003153991905,Hot sauce,15234330
6002951450450,Roast beef,6840630
6003100533101,Sauvignon blanc,2910400
6004019292989,Relish,3099630
6003135804408,Pepperoni,12597320
6003415367489,Broom,14452600
6002924634721,Vacuum flask,10290340
6002983172019,African cuisine,4289320
6003654056916,Steak tartare,2475220
6003251787801,Tablespoon,27363090
6003315736199,Israeli cuisine,4897580
6003107927178,Dog meat,2163390
6003380784743,Bordeaux wine,1221710
6003337741151,Tea house,6092960
6003172447808,Peel (fruit),7413750
6003522559370,Mountain Dew,8553420
6003045554244,Scone,3295760
6003308896053,Burrata,1973340
6003287398800,Sturgeon,1145060
6003332433094,Pabst Blue Ribbon,1060200
6002987108794,Mashed potato,8763670
6002971653194,Laurus nobilis,3279890
6003979375148,Habanero,3882770
6003279147082,Boiling,30215400
6003197012326,Jamaican cuisine,1238820
6002923650721,Profiterole,2232330
6003332616977,Upland game bird,1443670
6003322546114,Deep frying,13035450
6003258071301,Soul food,5971100
6004088471400,Pho,25420880
6003280856901,Pine nut,3452000
6003659355116,Cîroc,1491900
6003352052460,Pecorino,1310240
6003512421094,Raclette,1305790
6003142270366,Cocoa butter,6959010
6003117503868,Yakitori,1736530
6003124435258,Finger food,10477730
6003391837754,Pruning,4684880
6003351464232,Salad bar,1766780
6004107958209,chocolate chip cookies,1100540
6002984761819,Merlot,3075270
6003353201193,Panini (sandwich),4270020
6003230049298,Osteria,4580100
6003835407360,Moringa oleifera,10002280
6003051639016,Turkish delight,4947880
6003370025535,Jewish cuisine,1874790
6004104179609,Easter egg,4134060
6002982525646,Dip (food),16231310
6002969636292,Luffa,2957900
6003149763436,Mentos,4193450
6003482987798,Fruit salad,5560590
6003109476472,Shiitake,1807980
6003074035029,Maple syrup,8020350
6002932577373,Mocaccino,19917480
6003347290157,Cake Design,978190
6003242661588,Stingray,3575810
6003277969371,Soursop,4453970
6003397778803,Grille,17551450
6003209787830,Panna cotta,2245060
6003602250903,Plant milk,3972780
6003290233738,Spearmint,4438770
6002997727982,Smirnoff,10579420
6003478697687,Pub crawl,971590
6003267723336,Blue cheese,1889010
6004161653624,Seasoning,33788160
6003352469919,Tortellini,917450
6003902159466,Chocolate milk,3983080
6003328331945,Dill,4736510
6002992678368,Éclair,4400780
6003349977460,Smokehouse,8117210
6003661361718,Corn flakes,2688700
6002984431723,Iced coffee,13666303
6003089663182,Chives,7073560
6002955461650,Granny Smith,1466210
6003097932315,Fennel,3410480
6003319976018,Kettle,4026090
6003646976546,Petunia,2503950
6003167729630,Cakery,8558030
6003152414184,Sports drink,2849211
6003342697987,Pickling,19507500
6002893639422,Chili con carne,4008080
6003074488739,Coconut milk,18900310
6003718312716,Crème brûlée,1647870
6003408144277,Eruca sativa,4070300
6005398448826,Fruitcake,6867000
6003571503918,Enjoy Life Foods,1643320
6003148399552,Al dente,0
6003754814491,Tango (drink),2484310
6003810928278,Capsule (pharmacy),16447100
6002957703323,Cumin,11652140
6002982378923,Halibut,3258320
6003283249454,Organic horticulture,2124070
6003667517620,Electric stove,15906560
6003246503757,southern food,8407820
6003221373667,Armenian cuisine,3782790
6003290212525,Pizza Pizza,6118360
6003291739579,Jollibee,21544210
6002969220968,Passiflora,1270210
6003303698508,Smoked salmon,2362330
6003493978694,Bruschetta,2060500
6003712725553,Stir frying,19264890
6003604752020,Cannoli,2256240
6003089702815,Apricot,16732440
6003465751937,Balkan cuisine,3080090
6003775717078,Peppermint,9539980
6003500215225,Tripe,2646680
6002971976374,Game fish,596070
6004870482169,Beam Suntory,1550260
6018855930323,Prunus armeniaca,14143290
6002969806368,Christmas in July,2467490
6003148713952,Abalone,3944780
6003107930433,PowerBar,508170
6003387202618,Edamame,1551580
6003727949160,Azerbaijani cuisine,2456230
6003285475725,Torte,7454920
6003224526034,Energy bar,2556560
6003197120567,Cointreau,1219910
6003293937501,Types of chocolate,6304150
6002891753622,Casein,1484390
6004037907809,Chicory,1240950
6003394634331,Yuzu,2978470
6002995658844,Baked potato,2912900
6003137721176,Kashk,576020
6003331753694,Cookie dough,7294280
6003260274557,Linseed oil,1095990
6003256283667,Macaroni and cheese,8811470
6002839107479,Lactic acid,6396320
6003122751992,Pastel (food),7031890
6003534973273,Whipped cream,7383300
6003118322792,Back to Nature,3033590
6003687589307,Cognac,6743870
6017805948640,Nem,31994880
6002877875772,Earl Grey tea,1036650
6003393397606,Naan,6411660
6003142284561,Sunflower oil,4045630
6003090436301,Amaranth,2171930
6002911284679,Curing (food preservation),3272880
6003345861359,Scallop,10048550
6003312150454,Chinese noodles,2303410
6012367618363,HelloFresh,5858310
6003373046377,Ginkgo biloba,1948830
6003316136163,Steeping,0
6003067332807,Cranberry,10145770
6003132898214,Fried rice,18998830
6003979268348,Fried egg,7314200
6003012429597,Green bean,8265960
6003248927667,Slush (beverage),3440730
6003170369885,Coleslaw,6818050
6003213817333,Buckwheat,2231690
6003173400415,Delicious Cakes,601280
6002988075194,Bolognese sauce,2403710
6003129881528,Crayfish,2993590
6002940692562,Parfait,4380300
6003117862268,Food grain,9683880
6003379440205,Ananas,3816450
6003126104816,Yellowtail (fish),340750
6003205399612,Mandarin orange,7875170
6003143145961,Caprese salad,795320
6004024945389,Jim Beam,2318450
6003324141779,Denny's,3703580
6003136886150,Boiled egg,8301580
6003283372854,Chrysanthemum,7380970
6003290736456,Rose hip,3600810
6003901964866,Schnitzel,2281180
6003342708387,Skewer,8689960
6003207844630,Powdered milk,24804980
6004534189512,Bluefin tuna,42140
6003142117847,Prosciutto,2260010
6003493875195,Medieval Times,547100
6003229362733,Bartending terminology,4383300
6003328624999,Chili's,8362050
6003542759827,bingo,2793720
6004159724824,Old Fashioned,1847930
6003122100734,Beer in Belgium,697590
6003534979873,Dairy Queen,12551830
6003257680569,Scrambled eggs,1938480
6003329735736,Thistle,2082410
6003067519397,Tahini,6691260
6003370148602,Termite,18901560
6003483947669,Triple sec,610710
6003195553898,Bottled water,4762690
6003115847792,Rib eye steak,9952550
6003741837704,Crumble,3212230
6004211324824,Soft serve,5572320
6003198595167,Satay,7367780
6003720386062,Bramble,1171350
6003284889159,Sprouting,8242560
6003481199680,Pocky,8361530
6004177437295,Sky Bar,1112460
6002896570479,Food technology,1817430
6002967373974,Taro,19338580
6002985663768,Polenta,2676920
6003125812788,Banana bread,4655760
6003113872500,Bubble gum,2832810
6003042387845,Thyme,11885960
6017311426334,Salchichón,0
6003484989057,Stout,2329990
6003116001592,Soufflé,2266980
6003076089539,Masala chai,3944230
6003402870018,Shallot,2225980
6004849892003,Somersby cider,1298070
6003543547547,Table d'hôte,4401830
6004743750480,Jerky,8524500
6003180805733,Indonesian cuisine,22512780
6003423456540,Dole Food Company,3219500
6003199359967,Singles Day,693510
6003451063186,Pork chop,7153260
6003012464081,Wine tasting descriptors,2962870
6003416192277,Ital,674550
6004668826339,Rapeseed,1767100
6003586955703,Baskin-Robbins,7534730
6003180174750,Café au lait,1121380
6003210941333,Chicken nugget,4545570
6003715711116,Semolina,2743840
6003233503465,Cherry tomato,2573050
6003295725130,Bulgarian cuisine,2782930
6005724597546,Beefsteak,5209520
6004044386496,Red onion,6690170
6003424316606,Baker's yeast,918630
6003336025448,Piri piri,3354470
6003430450952,Eleven Madison Park,67130
6003241547211,Plastic wrap,1858840
6003107499633,Japanese tea ceremony,2492330
6003461178425,Ciabatta,1437520
6003253221567,Oak (wine),3190980
6003313577363,Radish,12093210
6003212101447,Summer sausage,352570
6003668031420,Farina (food),1125330
6003383639565,Surimi,0
6003113874500,Apple cider vinegar,14721650
6003306270821,Bilberry,1243770
6003473963564,Itamae,544370
6003166773430,Stella Artois,14170050
6003420366175,Kofta,8118970
6003133355700,Fudge,10648550
6003322764571,Riesling,1859550
6003082368197,Diet Coke,1579490
6003257715969,Juicing,1334730
6003138440376,Shortbread,2083780
6003345956474,Gumbo,1619660
6003135133190,Galette,728070
6003279047580,Kitchenette,6894530
6003480659864,Penne,2250770
6003478761687,Nori,2689130
6002957927120,Manna,7923930
6003540551827,Brown rice,3990090
6003030092855,Roti,7692620
6003230394230,Aroma of wine,3190350
6003349062205,Airline meal,2925150
6003280313043,Wine glass,2543200
6003169514528,Milano (cookie),1067980
6003217839412,Crust (baking),5165160
6003280501023,Agar,3146400
6003038318729,Cheese sandwich,4637110
6003198375801,Spring roll,5781310
6003378742804,Sour cream,5579890
6003404384564,Baozi,23114030
6003340086796,Extract,8964290
6003065903670,Rice vermicelli,8709680
6003336165793,Bran,3618110
6002992883768,Frozen dessert,1411890
6003583211707,Black tea,4115830
6003450472986,Hennessy,6994100
6003255790613,Cracker (food),11863980
6003421411431,Tea party,2967530
6003322538709,American whiskey,1539960
6003075370293,Jackfruit,16339830
6003229112533,Lavandula angustifolia,1598790
6003290066651,Nozzle,9187990
6002941388246,Braising,3921090
6003235960675,Konjac,2184520
6002969467692,Holly,1277580
6003093275417,Window cleaner,4448060
6002984430523,Biryani,29788580
6003290209743,Olive Garden,4218700
6003048529985,Curd,5123920
6003342604787,Cheerios,4143210
6003285368959,Coffee cup,4135720
6003370903535,Jack and Coke,0
6003388174312,Hemp oil,482340
6003389730312,Wheat beer,2285820
6002969828529,Escalope,2617140
6003352757119,Onion ring,3827810
6003118999645,Lambrusco,525010
6003117722468,Glutinous rice,17666340
6003050679156,Ground beef,7606780
6004177324695,Stock (food),13207130
6003278485799,Caesar salad,1974090
6008387267413,Rawhide (material),1450280
6003371568474,Outdoor cooking,2314450
6002898314562,Blended whiskey,3867160
6003372737195,Ding Dong,0
6003647707146,Millstone,0
6003479876269,Konditorei,3335590
6003352405000,Filet mignon,1741100
6003409979736,Petit four,0
6004113776224,Scallion,5047510
6003273293799,Mai Tai,572920
6003875484052,Superior good,897600
6003372516274,Fruit picking,1805970
6003401391519,Burgundy wine,398940
6003381465157,Gyro (food),4874100
6003776687678,Food street,2369010
6003143785939,grub,87630
6003175090249,Agave tequilana,2947390
6003542101263,Cosmopolitan (cocktail),753490
6003159301275,Pecan,10832940
6003415452218,Glaze (cooking technique),5030830
6003345363821,Macaroon,4278310
6003224084461,Russian cuisine,553050
6003495275965,Pilaf,5329950
6003288263351,Flambé,0
6003482880998,Rhubarb,3820570
6003132057300,Chanterelle,355320
6003348705381,Ice cream sandwich,1700250
6003641500620,Portuguese wine,908380
6003260739342,Shea butter,10577540
6003346996274,Lard,2576560
6003402276018,Porter (beer),237910
6003290247525,Chick-fil-A,12917000
6003022336493,Dishwashing,4175130
6002868078222,Pectin,3334610
6003423171806,Queue area,0
6002925722921,Whey,4953750
6003971062348,The Cheesecake Factory,4271050
6003147882952,Poppy seed,0
6003716470383,Mung bean,5706890
6003656978304,Prune,2625600
6004786706530,Trịnh lords,0
6003259211509,Poutine,2330710
6004158613678,Magnolia champaca,0
6003195814847,Valerian (herb),1276830
6004038337183,Strained yogurt,4202430
6002955399250,Putty,1940040
6003514129137,Japanese cutlery,1005600
6003543105227,Moscow mule,776870
6004124972106,Eggs Benedict,585770
6003109873500,Mustard seed,2635310
6003247848467,Palm wine,2073100
6003481294257,Cinnabon,4128650
6003133640128,Chicken salad,3305060
6002934270459,Whataburger,3192430
6007777983467,Bullion,3500790
6003283902600,Jell-O,1854340
6002964678529,Organic wine,872360
6003902016866,Rowan,909340
6003157804408,Condensed milk,8711360
6003584278507,Brie,1233060
6003107159984,Crème de cassis,125580
6003353992579,Types of cheese,3016080
6003459159744,Polish cuisine,1044360
6003303518860,Madeira wine,456770
6003291545451,Blackcurrant,3008150
6003177161361,Bottle opener,2906800
6003855495960,Ice cream cake,2996292
6003540621673,Food chain,2820740
6003401156564,Mashing,0
6003398279403,Candy corn,110110
6002990046646,Ad Hoc (restaurant),219760
6003482726147,Jimmy John's,2019390
6011835700833,Blue Apron,2974450
6004163556706,Chacha (brandy),0
6003095003858,Fish sauce,12268200
6003582739307,Milk bar,1132270
6002925373859,Sequoia,179860
6003363999023,Pinot gris,1180590
6003126367949,Salt and pepper,8022380
6003397790083,Chicken sandwich,9857240
6003280559641,Moxie,4481550
6003320213294,Cocktail party,2871170
6002891019710,Vietnamese iced coffee,34949310
6003162175885,Vietnamese lotus tea,34925860
6003290207725,Cantaloupe,3648760
6003511935494,Corn on the cob,2807310
6003500000827,Citron,1014110
6003716809746,Aluminium foil,5210910
6004108673209,Fizz (cocktail),1123660
6003342532828,Cheesesteak,3048130
6002879484972,Antipasto,1334180
6003313385368,Chili powder,20279600
6003443310642,Morus (plant),4098770
6003222814672,Cốm,15834530
6003584452838,Wood-burning stove,2783870
6003695215090,Cottage cheese,2992410
6003422898154,Fritter,2904940
6003372956775,New York-style pizza,1480840
6003102836640,Nattō,1259830
6003164421558,Brine,2220940
6003338009289,Side dish,8762000
6003736355091,Lassi,1196570
6002891069422,Butterfat,1173200
6003175180635,Royal jelly,6492060
6002971728794,Instant noodle,16849870
6002956907923,English cuisine,1167960
6008566926074,Turkey meat,9071320
6003971318948,Oil tanker,2574460
6003490712694,Coca-Cola Zero,674180
6003764132183,Shooting-brake,609480
6002897564822,Anacardiaceae,0
6003185447465,Cornbread,4091960
6003270068136,Fuze Beverage,1308740
6003232946322,PayDay (confection),35419560
6003181449705,Cananga odorata,2402550
6003103277029,Miso soup,2512590
6003656295504,Juice fasting,955970
6003142965761,Cold cut,3138690
6003274867151,Rémy Martin,2863890
6003403709719,Dal,6868210
6003181040733,Tilapia,8222580
6004165526424,Duvel Moortgat Brewery,489830
6003438328512,Grain (unit),1911170
6003009685250,Dhaba,4466920
6003486738480,Poached egg,1008850
6003655155878,Durian,26990640
6012268484187,Carafe,805090
6003717506662,Surf and turf,1723500
6003979402348,Family room,10121260
6003243344685,Dessert bar,2955190
6003110325272,Soy milk,6720390
6003142402976,Purple mangosteen,10811540
6003314873780,Herring,2199740
6003215204538,Whole grain,5275090
6003472212263,Seafood boil,1665260
6003432497354,Venison,1355740
6003332914745,As,1212570
6003481308864,White tea,1771770
6003226374449,Frittata,732290
6004168583824,Potluck,1448900
6003587322073,Submarine sandwich,5639950
6003021887093,Camembert,1293550
6002998138573,Brussels sprout,1091430
6003438463140,Food marketing,1138410
6003444822671,Potentiometer,547750
6003247903875,Ripening,4671200
6003255966482,Grappa,773210
6003053812845,ISM band,0
6003359616187,Sunkist (soft drink),4668540
6003461205025,Pound cake,2929920
6003369652735,Oolong,2856340
6003364436221,Tuscan wine,419140
6005724667946,Cuisine of Hawaii,631900
6003061671607,Oyster bar,2452430
6003319801336,Fortune cookie,638080
6003207049486,Ice cream cone,4708430
6002963600317,Jambalaya,647960
6003450582842,Tonkatsu,2319830
6003223003476,Jelly bean,2361150
6003205384012,Salvia hispanica,2007600
6003213235247,Rose water,6296590
6003491682386,Château Haut-Brion,90770
6003131080436,Kasha,1265200
6003342704138,Apiary,2571100
6003256043282,Drying (food),2430850
6003207372830,Ghee,15666210
6003287661800,Himalayan salt,5050700
6003469806403,Smoked fish,1088060
6003103534317,Bitter (beer),4164920
6003598309287,Pop-Tarts,1235020
6003326947654,Cajun cuisine,4148180
6003137898728,Gas stove,17341560
6003290657241,Caffè macchiato,1028150
6003481864664,Haggis,277610
6003095989045,RE,835910
6003332045971,Pavlova (food),1489690
6002967020774,Rice paper,4190180
6003681748490,Sweet tea,3551690
6003069046597,Sweet corn,5053520
6003056798844,Christmas cake,390070
6003305374260,Panda Express,2507330
6003290420456,Freeze-drying,2241190
6003755914953,Personal luxury car,4067033
6002905497510,Floating island (dessert),0
6003701934491,Tabasco sauce,1414610
6003059749128,Choux pastry,1455160
6003323944606,Gloria Jean's Coffees,1831130
6003110045542,Tuborg Brewery,3907330
6004037189209,Jojoba oil,5095870
6003420695031,Ginseng,18008260
6003397617483,Aging of wine,1161370
6003230135388,Balsamic vinegar,1420920
6003251531661,Neapolitan cuisine,892270
6003706379132,Pastirma,3496200
6003136515808,Register (sociolinguistics),4120410
