"destination","origin","iso_d","iso_o","col","csl","cnl","prox1","lp1","prox2","lp2","cl","cle","contig","comlang_off","comlang_ethno","dist","distcap","distw","distwces","shared_hist","area_d","pop_d","area_o","pop_o","GDP_o","GDP_d","GDP_percapita_o","GDP_percapita_d","m_stock","m_flow_sd_drop_neg","m_flow_sd_rev_neg","m_flow_mig_rate","m_flow_da_min_open","m_flow_da_min_closed","m_flow_da_pb_closed","CS_wvs","CS_euc_wvs","CS_foursquare","CS_euc_foursquare","CS_symm","CS_nonsymm_food_o","CS_nonsymm_food_d","origin_Argentina","origin_Australia","origin_Brazil","origin_Chile","origin_France","origin_Great.Britain","origin_Indonesia","origin_Japan","origin_Malaysia","origin_Mexico","origin_Russia","origin_Singapore","origin_South.Korea","origin_Spain","origin_Turkey","origin_United.States","destination_Argentina","destination_Australia","destination_Brazil","destination_Chile","destination_France","destination_Great.Britain","destination_Indonesia","destination_Japan","destination_Malaysia","destination_Mexico","destination_Russia","destination_Singapore","destination_South.Korea","destination_Spain","destination_Turkey","destination_United.States","log10_m_flow_da_pb_closed","log10_m_stock","log10_pop_o","log10_pop_d","log10_area_o","log10_area_d","log10_GDP_o","log10_GDP_d","log10_GDP_percapita_o","log10_GDP_percapita_d","log10_distwces","log10_distcap"
"Brazil","Australia","BRA","AUS",0,0.00159951997920871,0.00039999998989515,0.25,1.94586646556854,0.0971352532505989,0.870339751243591,0.114175833761692,0.11496327072382,0,0,0,13371.76,14070.8,14046.75,13983.36,0,8511920,211049519,7686848,25203200,1450499018770.09,2364445788869.69,58868.48063,8592.210218,792,59,59,142,92,540,4345,-0.419538333554789,0.298629618083487,-0.454959088886378,0.438370849228185,-0.18316629866617,-0.50815463470922,0.202120237222094,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63798978078469,2.89872518158949,7.40145568578599,8.32438436669709,6.88574829339997,6.93002753321674,12.1615174393483,12.3737293611238,4.76988282700425,3.93410489398404,4.14561153865782,4.14831879009349
"Brazil","Chile","BRA","CHL",0,0.0593999996781349,0,0.75,5.83759927749634,0.424397647380829,3.80263757705688,0.497301667928696,0.500743389129639,0,0,0,2590.783,3017.946,3196.1,3017.132,0,8511920,211049519,756945,18952035,285037020831.58,2364445788869.69,13761.37447,8592.210218,20748,1561,1561,3696,2442,8776,12998,-0.85163814562801,0.850154202986728,0.963375485417054,0.862639436051311,0.121965552240801,0.0274879207954842,0.117009770410971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11387653263105,4.31697623932155,7.27765584975633,8.32438436669709,5.8790643245935,6.93002753321674,11.4549012701794,12.3737293611238,4.13866181289117,3.93410489398404,3.47959431104259,3.47971146469344
"Brazil","France","BRA","FRA",0,0.00998283922672272,0.00039999998989515,0.5,3.89173293113708,0.294441282749176,2.63821792602539,0.345283091068268,0.347669959068298,0,0,0,9408.406,8732.79,8681.18,8584.978,0,8511920,211049519,547026,65129731,2971919320115.83,2364445788869.69,38832.0242,8592.210218,12852,967,967,2290,1426,3908,14180,-0.499663860928873,0.52709026191885,0.471215232797538,0.626338868077727,-0.00961468335350424,-0.57322684160485,-0.523958418566909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15167623084705,4.10897071687948,7.81377928444682,8.32438436669709,5.73800796872499,6.93002753321674,12.4730370152823,12.3737293611238,4.58919002963895,3.93410489398404,3.93373918656847,3.94115301667539
"Brazil","Great Britain","BRA","GBR",0,0.0060937600210309,0,0.25,1.94586646556854,0.0971352532505989,0.870339751243591,0.113821364939213,0.114609114825726,0,0,0,9501.71,8797.828,8931.505,8837.089,0,8511920,211049519,244110,67530161,2913556871434.81,2364445788869.69,47491.59456,8592.210218,6651,500,500,1186,714,1339,7291,-0.356892378425395,0.292568706831741,0.103606084259456,0.462814503647319,-0.0914496936998361,-0.484573517632585,-0.0416347406701643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86278709823534,3.82288694783415,7.82949778513153,8.32438436669709,5.38758557071528,6.93002753321674,12.464423499759,12.3737293611238,4.67661675153576,3.93410489398404,3.94630922887763,3.94437546714515
"Brazil","Indonesia","BRA","IDN",0,0,0,0,0,0.0768355056643486,0.688452363014221,0.0900344848632812,0.0906576067209244,0,0,0,15644.48,16326.22,16024.37,15994.88,0,8511920,211049519,1933658,270625567,1204457195676.25,2364445788869.69,3892.421662,8592.210218,979,74,74,175,101,361,452,0.923927059267862,0.670426782711669,-0.480671513179351,0.28703149834602,0.0122844160572525,-0.33044109760855,-0.493767657849167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65513843481138,2.99078269180314,8.43236882360862,8.32438436669709,6.28637966424184,6.93002753321674,12.0807913705345,12.3737293611238,3.59021988081537,3.93410489398404,4.20398098618109,4.21288564443231
"Brazil","Japan","BRA","JPN",0,0,0,0,0,0.0416429452598095,0.373124182224274,0.0487964674830437,0.0491341799497604,0,0,0,18549.61,17693.2,17981.98,17931.71,0,8511920,211049519,377801,126860299,6187013947904.92,2364445788869.69,36043.7844,8592.210218,65956,4961,4961,11749,6799,15109,44706,-0.877154225654669,0.331351865473373,-0.944237974717826,0.293285728852682,0.0403895447531042,-0.25269602375121,-0.648150568220493,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65036581378123,4.81925430933447,8.10332573066145,8.32438436669709,5.57726310311971,6.93002753321674,12.7914810950876,12.3737293611238,4.55683038324356,3.93410489398404,4.25362170663709,4.24780638670621
"Brazil","Malaysia","BRA","MYS",0,0,0,0,0,0.0588616654276848,0.527405321598053,0.0689730569720268,0.0694504082202911,0,0,0,15940.63,16420.49,16193.42,16164.04,0,8511920,211049519,329758,31949789,398946603155.68,2364445788869.69,11114.54271,8592.210218,164,13,13,30,17,32,54,0.0248265668117819,0.867710758303743,-0.309888632203385,0.195324428918845,-0.278932779205665,-0.760682107225774,0.153331291826757,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73239375982297,2.2148438480477,7.50446799437429,8.32438436669709,5.51819534042374,6.93002753321674,11.6009147716098,12.3737293611238,4.04589159905399,3.93410489398404,4.2085499164896,4.21538611265681
"Brazil","Mexico","BRA","MEX",0,0.0593999996781349,0,0.75,5.83759927749634,0.424397647380829,3.80263757705688,0.497301667928696,0.500743389129639,0,0,0,7439.636,6841.765,7621.779,7513.793,0,8511920,211049519,1967210,127575529,1309881765941.94,2364445788869.69,10013.72425,8592.210218,3602,270,270,643,1,761,1954,0.908982235982724,0.773268440692568,0.995944793269125,0.955303464964573,-0.0238347328703279,-0.531872657465273,-0.131073796070189,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29092455938275,3.55654370848351,8.10576737783754,8.32438436669709,6.29385072340338,6.93002753321674,12.1172320966356,12.3737293611238,4.00059562797039,3.93410489398404,3.87585922636803,3.83516815301829
"Brazil","Russia","BRA","RUS",0,9.99999974737875e-05,0,0.25,1.94586646556854,0.093720331788063,0.839741826057434,0.109819829463959,0.110579870641232,0,0,0,11820.15,11192.67,11942.46,11770.14,0,8511920,211049519,17075400,145872260,1779170276409.99,2364445788869.69,9958.469727,8592.210218,1866,140,142,333,173,2,260,-0.405991891466539,0.750043791935796,-0.999634969872853,0.44154168134614,0.102400442764746,-0.0210604374398276,-0.667597693967101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41497334797082,3.27091163941048,8.16397271153462,8.32438436669709,7.23237088604365,6.93002753321674,12.2502175144507,12.3737293611238,3.998192607482,3.93410489398404,4.07078162859245,4.04893369939243
"Brazil","Singapore","BRA","SGP",0,0,0,0.0599999986588955,0.46700793504715,0.0556820146739483,0.498915374279022,0.0652472004294395,0.0656987652182579,0,0,0,16000.61,16540.27,16065.5,16048.86,0,8511920,211049519,646,5804343,338646194792.89,2364445788869.69,61386.23615,8592.210218,155,11,11,29,11,54,68,-0.441459855452072,0.886276926022667,-0.187283085309531,0.344450819480406,-0.25989157660675,-0.701759430364525,0.0135798676603399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83250891270624,2.19033169817029,6.76375306858407,8.32438436669709,2.81023251799508,6.93002753321674,11.5297462000081,12.3737293611238,4.78807100576346,3.93410489398404,4.20544418856064,4.21854259460909
"Brazil","South Korea","BRA","KOR",0,0,0,0,0,0,0,0,0,0,0,0,18364.51,17565.08,17793.04,17741.18,0,8511920,211049519,99484,51225321,1482760164322.84,2364445788869.69,31640.21463,8592.210218,11532,867,867,2055,1223,2700,3817,-0.8826826162832,0.489630371874069,-0.999594527565845,0.230290424777839,-0.0873159615190335,-0.617619105426521,-0.321865454401403,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5817221599491,4.06190463371617,7.70948468855868,8.32438436669709,4.99775323883155,6.93002753321674,12.1710709098048,12.3737293611238,4.50023942085309,3.93410489398404,4.24898250221756,4.24465013212289
"Brazil","Spain","BRA","ESP",0,0.0695584788918495,0.000199999994947575,0.75,5.83759927749634,0.424397647380829,3.80263757705688,0.497402191162109,0.500843226909637,0,0,0,8389.78,7743.538,7821.087,7696.928,0,8511920,211049519,505954,46736782,1572012697558.03,2364445788869.69,28087.89792,8592.210218,41322,3107,3107,7361,4867,10750,28492,-0.55096214089183,0.504201156026291,0.341743063086704,0.582566373649133,0.0723084057775601,-0.16159524459334,-0.0747723151105448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45472293567253,4.61618133336896,7.66965880630706,8.32438436669709,5.70411103372855,6.93002753321674,12.1964560496278,12.3737293611238,4.44851923810137,3.93410489398404,3.88631742402226,3.88893943391346
"Brazil","Turkey","BRA","TUR",0,0.00039999998989515,0,0,0,0.0899259746074677,0.805744051933289,0.105373665690422,0.10610294342041,0,0,0,10590.76,10374.6,10224.84,10152.14,0,8511920,211049519,780576,83429607,1261946143648.6,2364445788869.69,11935.38787,8592.210218,487,37,37,88,34,42,281,0.701228453562005,0.822158259765144,-0.932311292720233,0.308687169565939,-0.0317225016417906,-0.538258816177536,-0.714662988803452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44870631990508,2.68752896121463,7.92132019781931,8.32438436669709,5.89241519410408,6.93002753321674,12.1010408208231,12.3737293611238,4.0768365370473,3.93410489398404,4.00655759813395,4.01597136117771
"Brazil","United States","BRA","USA",0,0.00989712029695511,0,0.325000017881393,2.5296266078949,0.146224617958069,1.31018447875977,0.171343415975571,0.172529265284538,0,0,0,7694.307,6794.436,8088.514,7887.2,0,8511920,211049519,9529106,329064917,18349108235210.1,2364445788869.69,60698.0113,8592.210218,23727,1785,1785,4227,5354,4041,52926,-0.50127965346788,0.497411022419822,0.997362279689439,0.955303464964573,-0.19253816937651,-0.540380757879067,-0.0788144858478852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72366907246148,4.37524283026077,8.51728158279426,8.32438436669709,6.97905215798575,6.93002753321674,13.2636149624334,12.3737293611238,4.78317446215294,3.93410489398404,3.89692285360593,3.83215341217172
"Chile","Argentina","CHL","ARG",1,0.980100035667419,0.854399979114532,0,0,0,0,0.873441278934479,0.872565388679504,1,1,1,1128.317,1128.317,1156.726,941.6383,0,756945,18952035,2766889,44780675,437813398163.19,285037020831.58,12716.2242,13761.37447,72814,22891,22891,11549,24702,18750,48741,-0.989918894219622,0.808132315408665,0.954876904690158,0.909373863817448,0.393918605950563,0.466729984409346,0.409019423067681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.68789443518984,4.86221488945307,7.65109063561563,7.27765584975633,6.44199173678662,5.8790643245935,11.641289047911,11.4549012701794,4.10435817636482,4.13866181289117,2.97388411459789,3.05243113157074
"Chile","Australia","CHL","AUS",0,0.0197999998927116,0,0.25,1.94586646556854,0.130525469779968,1.16951882839203,0.152947425842285,0.154005959630013,0,0,0,11353.72,11326.56,11611.42,11568.01,0,756945,18952035,7686848,25203200,1450499018770.09,285037020831.58,58868.48063,13761.37447,3953,1,1,1,1,222,3345,-0.118477853928043,0.32912568748119,-0.199500150035042,0.573362006142864,-0.216939458669447,-0.408967932826155,0.0992235247428488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.52439612210384,3.59692681434297,7.40145568578599,7.27765584975633,6.88574829339997,5.8790643245935,12.1615174393483,11.4549012701794,4.76988282700425,4.13866181289117,4.06325865537775,4.05409802991082
"Chile","Brazil","CHL","BRA",0,0.0593999996781349,0,0.75,5.83759927749634,0.424397647380829,3.80263757705688,0.497301667928696,0.500743389129639,0,0,0,2590.783,3017.946,3196.1,3017.132,0,756945,18952035,8511920,211049519,2364445788869.69,285037020831.58,8592.210218,13761.37447,20371,3730,3730,3125,4191,1,4030,-0.85163814562801,0.850154202986728,0.963375485417054,0.862639436051311,0.121965552240801,0.117009770410971,0.0274879207954842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.60530504614111,4.30901234877543,8.32438436669709,7.27765584975633,6.93002753321674,5.8790643245935,12.3737293611238,11.4549012701794,3.93410489398404,4.13866181289117,3.47959431104259,3.47971146469344
"Chile","France","CHL","FRA",0,0.128700003027916,0.00889999978244305,0.5,3.89173293113708,0.254505813121796,2.28039288520813,0.30447119474411,0.306516796350479,0,0,0,11663.39,11663.39,11569.81,11550.63,0,756945,18952035,547026,65129731,2971919320115.83,285037020831.58,38832.0242,13761.37447,12563,1,1,1928,237,1229,3895,-0.0284789384421804,0.570406503444815,0.690475746682501,0.75428195326642,-0.0365747533284229,-0.29819772627833,-0.576472350534196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.59050746200858,4.0990933597731,7.81377928444682,7.27765584975633,5.73800796872499,5.8790643245935,12.4730370152823,11.4549012701794,4.58919002963895,4.13866181289117,4.06260567237205,4.06682479779133
"Chile","Great Britain","CHL","GBR",0,0.0791999995708466,0,0.25,1.94586646556854,0.130525469779968,1.16951882839203,0.152947425842285,0.154005959630013,0,0,0,11685.42,11685.42,11689.2,11669.41,0,756945,18952035,244110,67530161,2913556871434.81,285037020831.58,47491.59456,13761.37447,6669,1,1,1,70,288,1007,-0.18567071071812,0.313386152443777,0.366524518382491,0.593340671936572,-0.142708392163822,-0.371740701727225,-0.269874740992143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.00302947055362,3.82406071741865,7.82949778513153,7.27765584975633,5.38758557071528,5.8790643245935,12.464423499759,11.4549012701794,4.67661675153576,4.13866181289117,4.06704889887127,4.06764432651895
"Chile","Indonesia","CHL","IDN",0,0,0,0,0,0.0743691548705101,0.666353702545166,0.0871444642543793,0.0877475738525391,0,0,0,15614.28,15614.28,15740.36,15716.14,0,756945,18952035,1933658,270625567,1204457195676.25,285037020831.58,3892.421662,13761.37447,344,1,1,1,1,1,1,-0.586335731775898,0.5477654664721,-0.698213400630403,0.329551974468597,-0.129303956962346,-0.327291543338996,-0.589763656733292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53655844257153,8.43236882360862,7.27765584975633,6.28637966424184,5.8790643245935,12.0807913705345,11.4549012701794,3.59021988081537,4.13866181289117,4.19634588886951,4.19352196299874
"Chile","Japan","CHL","JPN",0,0,0,0,0,0.0689622163772583,0.617907047271729,0.080808699131012,0.0813679695129395,0,0,0,17247.38,17247.38,17351.35,17345.3,0,756945,18952035,377801,126860299,6187013947904.92,285037020831.58,36043.7844,13761.37447,3232,1,1,1,1,1,46,0.495326077533468,0.44054359306062,-0.997949800346647,0.386970913016979,-0.0857772989920051,-0.297352021432926,-0.512626919780298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.66275783168157,3.50947135210255,8.10332573066145,7.27765584975633,5.57726310311971,5.8790643245935,12.7914810950876,11.4549012701794,4.55683038324356,4.13866181289117,4.23918181569251,4.2367231319912
"Chile","Malaysia","CHL","MYS",0,0,0,0,0,0.0840988308191299,0.753532350063324,0.0985455140471458,0.0992275476455688,0,0,0,16562.12,16562.12,16649.88,16632.83,0,756945,18952035,329758,31949789,398946603155.68,285037020831.58,11114.54271,13761.37447,101,1,1,1,1,1,1,0.502825399999999,0.911547806760161,-0.553494618981557,0.211064303094811,-0.327508183512825,-0.619157075798224,0.0034098746011022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00432137378264,7.50446799437429,7.27765584975633,5.51819534042374,5.8790643245935,11.6009147716098,11.4549012701794,4.04589159905399,4.13866181289117,4.22096614872757,4.2191159269762
"Chile","Mexico","CHL","MEX",1,0.980100035667419,0.81879997253418,0,0,0,0,0.842496991157532,0.841406881809235,0,1,1,6621.323,6621.323,6966.903,6886.097,0,756945,18952035,1967210,127575529,1309881765941.94,285037020831.58,10013.72425,13761.37447,6888,5404,5404,1057,1,4056,5389,-0.992599681664299,0.629141152245501,0.983593857581417,0.905771430513691,0.347842231347875,0.346919860297397,0.514435835163964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.73150818359603,3.8380931384456,8.10576737783754,7.27765584975633,6.29385072340338,5.8790643245935,12.1172320966356,11.4549012701794,4.00059562797039,4.13866181289117,3.83797313603755,3.82094477406107
"Chile","Russia","CHL","RUS",0,0,0,0.25,1.94586646556854,0.102731950581074,0.920486629009247,0.120379477739334,0.121212609112263,0,0,0,14153.3,14153.3,14814.34,14731.54,0,756945,18952035,17075400,145872260,1779170276409.99,285037020831.58,9958.469727,13761.37447,2345,1,3,1,1,3,14,0.824748550082701,0.849897219708996,-0.95577900872195,0.549571667659641,-0.0150127113439869,-0.0532436766097089,-0.681028286613064,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.14612803567824,3.3701428470511,8.16397271153462,7.27765584975633,7.23237088604365,5.8790643245935,12.2502175144507,11.4549012701794,3.998192607482,4.13866181289117,4.16824814932347,4.15085771227708
"Chile","Singapore","CHL","SGP",0,0,0,0.0599999986588955,0.46700793504715,0.0918117761611938,0.822641015052795,0.107583418488503,0.108327984809875,0,0,0,16402.79,16402.79,16432.16,16415.23,0,756945,18952035,646,5804343,338646194792.89,285037020831.58,61386.23615,13761.37447,238,1,1,1,1,1,2,0.846256125566724,0.961438997345296,-0.443835238469781,0.360043009214296,-0.255362540416066,-0.479294313706016,0.0902229723950378,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,2.37657695705651,6.76375306858407,7.27765584975633,2.81023251799508,5.8790643245935,11.5297462000081,11.4549012701794,4.78807100576346,4.13866181289117,4.21524697217234,4.21491772478851
"Chile","South Korea","CHL","KOR",0,0,0,0,0,0,0,0,0,0,0,0,18375.18,18375.18,18230.14,18227.1,0,756945,18952035,99484,51225321,1482760164322.84,285037020831.58,31640.21463,13761.37447,4248,1,1,1,1,1,3,0.998051433503905,0.636403341290979,-0.970620394440561,0.338383911126246,-0.205034560698848,-0.618047427028961,-0.491062083302891,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.477121254719662,3.62818450807341,7.70948468855868,7.27765584975633,4.99775323883155,5.8790643245935,12.1710709098048,11.4549012701794,4.50023942085309,4.13866181289117,4.26071757626967,4.26423160204869
"Chile","Spain","CHL","ESP",1,0.980100035667419,0.792099952697754,0,0,0,0,0.819288730621338,0.818038046360016,0,1,1,10715.11,10715.11,10747.69,10716.51,1,756945,18952035,505954,46736782,1572012697558.03,285037020831.58,28087.89792,13761.37447,22843,4702,4702,3504,5484,1718,10896,0.0318178731865085,0.555559375725458,0.581238193719096,0.713414994122538,0.194458740910477,0.142874825874376,0.0660566038545548,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.03726709456871,4.35875313976152,7.66965880630706,7.27765584975633,5.70411103372855,5.8790643245935,12.1964560496278,11.4549012701794,4.44851923810137,4.13866181289117,4.03005337355462,4.02999663381441
"Chile","Turkey","CHL","TUR",0,0,0,0,0,0.10965658724308,0.9825319647789,0.128493651747704,0.129382938146591,0,0,0,13118.55,13383.32,13298.76,13284.23,0,756945,18952035,780576,83429607,1261946143648.6,285037020831.58,11935.38787,13761.37447,1020,1,1,1,1,2,10,-0.22352127333953,0.748028264985366,-0.801185375929871,0.430715931435438,-0.0781461498407889,-0.39933375224683,-0.769620776576831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.00860017176192,7.92132019781931,7.27765584975633,5.89241519410408,5.8790643245935,12.1010408208231,11.4549012701794,4.0768365370473,4.13866181289117,4.12333638626285,4.12656386222286
"Chile","United States","CHL","USA",0,0.158399999141693,0.133500009775162,0.212500005960464,1.6539865732193,0.110946655273438,0.994091093540192,0.246149629354477,0.246929258108139,0,0,1,8271.045,8080.885,8338.666,8267.964,0,756945,18952035,9529106,329064917,18349108235210.1,285037020831.58,60698.0113,13761.37447,20279,1838,18841,3111,29727,8342,23417,-0.0266133025279544,0.540949803169523,0.980298294971159,0.846607002230526,-0.142413461112489,-0.248450911779674,0.118722339856156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.36953125594131,4.30704653521802,8.51728158279426,7.27765584975633,6.97905215798575,5.8790643245935,13.2636149624334,11.4549012701794,4.78317446215294,4.13866181289117,3.91739857697371,3.90745892631532
"France","Argentina","FRA","ARG",0,0.133927807211876,0.0103923194110394,0.5,3.89173293113708,0.254505813121796,2.28039288520813,0.305518478155136,0.307560980319977,0,0,0,11072.25,11072.25,10932.34,10921.86,0,547026,65129731,2766889,44780675,437813398163.19,2971919320115.83,12716.2242,38832.0242,14254,1336,1336,2761,1984,2801,5704,0.169769777972541,0.580290475101917,0.874157276121538,0.833425848836808,-0.0613450902426318,-0.410867663357671,-0.219271290169847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.75617951684381,4.15393675446093,7.65109063561563,7.81377928444682,6.44199173678662,5.73800796872499,11.641289047911,12.4730370152823,4.10435817636482,4.58919002963895,4.03829660530544,4.04423588314544
"France","Australia","FRA","AUS",0,0.351933389902115,0.000499959976878017,0.25,1.94586646556854,0.141529113054276,1.26811242103577,0.166258364915848,0.167405545711517,0,0,0,16975.46,16938.09,16513.02,16464.9,0,547026,65129731,7686848,25203200,1450499018770.09,2971919320115.83,58868.48063,38832.0242,9193,861,861,1781,1399,2267,9427,0.995928068089759,0.758070064181528,0.5710644881986,0.718889154538317,-0.181528839048234,-0.231630611118122,0.346577605753629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.97437350708142,3.96345726011671,7.40145568578599,7.81377928444682,6.88574829339997,5.73800796872499,12.1615174393483,12.4730370152823,4.76988282700425,4.58919002963895,4.21655909735706,4.22886443614655
"France","Brazil","FRA","BRA",0,0.00998283922672272,0.00039999998989515,0.5,3.89173293113708,0.294441282749176,2.63821792602539,0.345283091068268,0.347669959068298,0,0,0,9408.406,8732.79,8681.18,8584.978,0,547026,65129731,8511920,211049519,2364445788869.69,2971919320115.83,8592.210218,38832.0242,63209,5928,5928,12242,8649,3460,13703,-0.499663860928873,0.52709026191885,0.471215232797538,0.626338868077727,-0.00961468335350424,-0.523958418566909,-0.57322684160485,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.13681565772685,4.80077891961241,8.32438436669709,7.81377928444682,6.93002753321674,5.73800796872499,12.3737293611238,12.4730370152823,3.93410489398404,4.58919002963895,3.93373918656847,3.94115301667539
"France","Chile","FRA","CHL",0,0.128700003027916,0.00889999978244305,0.5,3.89173293113708,0.254505813121796,2.28039288520813,0.30447119474411,0.306516796350479,0,0,0,11663.39,11663.39,11569.81,11550.63,0,547026,65129731,756945,18952035,285037020831.58,2971919320115.83,13761.37447,38832.0242,15858,1486,1629,3072,2519,6339,9225,-0.0284789384421804,0.570406503444815,0.690475746682501,0.75428195326642,-0.0365747533284229,-0.576472350534196,-0.29819772627833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9649663748311,4.20024841351535,7.27765584975633,7.81377928444682,5.8790643245935,5.73800796872499,11.4549012701794,12.4730370152823,4.13866181289117,4.58919002963895,4.06260567237205,4.06682479779133
"France","Great Britain","FRA","GBR",0,0.515176117420197,0,0.25,1.94586646556854,0.141529113054276,1.26811242103577,0.165841311216354,0.16698907315731,0,0,0,342.9475,342.9475,749.6503,598.5457,0,547026,65129731,244110,67530161,2913556871434.81,2971919320115.83,47491.59456,38832.0242,176673,2479,2479,34236,9406,6114,45797,0.987501172917941,0.737565324143995,0.926092359769548,0.836112704870101,-0.0164551200192595,-0.325941296215329,0.118826072173764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.66083702983534,5.24717018364953,7.82949778513153,7.81377928444682,5.38758557071528,5.73800796872499,12.464423499759,12.4730370152823,4.67661675153576,4.58919002963895,2.77709731514363,2.53522764130979
"France","Indonesia","FRA","IDN",0,0,0,0,0,0.0501802414655685,0.449619054794312,0.0588003173470497,0.0592072680592537,0,0,0,11584.25,11584.25,11576.7,11547.48,0,547026,65129731,1933658,270625567,1204457195676.25,2971919320115.83,3892.421662,38832.0242,5447,512,512,1056,747,1620,2212,-0.793041362526081,0.212175445206803,-0.999942194861075,0.232022706587982,0.0291583766453684,-0.472112608928067,-0.493731781412425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.34478512263266,3.73615737527313,8.43236882360862,7.81377928444682,6.28637966424184,5.73800796872499,12.0807913705345,12.4730370152823,3.59021988081537,4.58919002963895,4.06248721873004,4.0638679214747
